Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
01/09/2021,"2 The Green, Bellingsfield, Naas",Kildare,,"€348,016.00",No,Yes,New Dwelling house /Apartment,
08/12/2021,"5 TARA COURT SQ, NAVAN, MEATH",Meath,C15D4E2,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"11 GARNISH SQ, WATERVILLE, BLANCHARDSTOWN",Dublin,D15E2W5,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"21 MAYFIELD RD, TERENURE, DUBLIN 6W",Dublin,D6WPH99,"€1,060,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"15 FRIARSLAND RD, ROEBUCK, DUBLIN 14",Dublin,D14X840,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2021,"4 THE RISE, CARRICKMINES MANOR, GLENAMUCK ROAD",Dublin,D18E162,"€391,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"1 CUILEAN HOLIDAY COTTAGES, CARRAROE, GALWAY",Galway,,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"BANTIS, CLOUGHJORDAN, COUNTY TIPPERARY",Tipperary,E53D516,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"26 CANON SHEEHAN PLACE, MALLOW, CORK",Cork,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"ARDAGH VILLAGE, ARDAGH, CO LONGFORD",Longford,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"50 HEYTESBURY LANE, BALLSBRIDGE, DUBLIN 4",Dublin,,"€2,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"2 THE VIEW, RUXTON OAKS, BLACKCASTLE",Meath,,"€287,625.00",No,Yes,New Dwelling house /Apartment,
09/07/2021,"TOOMALINE, DOON, LIMERICK",Limerick,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2021,"2/3 SHELLBOURNE TERRACE, TOMANDGATE, LIMERICK",Limerick,,"€22,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"LA ROCHELLE, WHITEROCK HILL, WEXFORD",Wexford,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"19 Whitethorn Avenue, Whitethorn Village, Naas",Kildare,,"€317,180.00",No,Yes,New Dwelling house /Apartment,
10/11/2021,"Blocks 1B  1C  1D  2A & 2B, St Edmunds, Palmerstown",Dublin,,"€84,513,385.40",No,Yes,New Dwelling house /Apartment,
31/05/2021,"13 O'GARA VILLAS, MOVILLE, COUNTY DONEGAL",Donegal,F93E4WV,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2021,"11 The Lawns, Bellingsfield, Kilcullen Road",Kildare,,"€385,000.00",No,Yes,New Dwelling house /Apartment,
20/04/2021,"10 WILLOW COURT, MOUNT ARBOUR, DOORADOYLE",Limerick,,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"3 KING EDWARD LAWN, BRAY, CO WICKLOW",Wicklow,,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"6 NEW HOUSES, SLIEVERUE, VIA WATERFORD",Waterford,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2021,"17 CARRIG MILL, KILLINCARRIG GREYSTONES, WICKLOW",Wicklow,A63HY10,"€621,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2021,"EYREVILLE, BALLYMAKEA BEG, MULLAGH",Clare,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2021,"25 CARRICK HALL LANE, EDENDERRY, OFFALY",Offaly,R45EK79,"€98,018.58",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"BOHERARD, BALLACOLLA, PORTLAOISE",Laois,R32A9X9,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2021,"29 KILNASALLA, RICHMOND, NENAGH",Tipperary,E45TF76,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"12 Knightswood Drive, Knightswood, Williamstown",Waterford,,"€315,749.00",No,Yes,New Dwelling house /Apartment,
28/09/2021,"2 A WOODFORD HEIGHTS, CLONDALKIN, DUBLIN 22",Dublin,D22YX00,"€47,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/06/2021,"16 THE HEATH, RAMSGATE VILLAGE, GOREY",Wexford,Y25W5A2,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"9 COOLSHANNAGH RD, MONAGHAN, MONAGHAN",Monaghan,H18HD68,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2021,"52 CROMWELLS FORT DR, MULGANNON, WEXFORD",Wexford,Y35E3Y5,"€181,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"13 BEECHGROVE TERRACE, DROGHEDA, LOUTH",Louth,A92NY8K,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"CORFEYHONE, POLES, CAVAN",Cavan,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2021,"APT 1 EMBASSY LODGE, 1A PRINCE OF WALES TERRACE, BALLSBRIDGE DUBLIN 4",Dublin,D04FN76,"€1,449,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"32 ROS FEARNA, MURROE, LIMERICK",Limerick,V94RKT6,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2021,"34 Dun Gaoithe Heights, Sandyford",Dublin,,"€528,193.00",No,Yes,New Dwelling house /Apartment,
09/06/2021,"4  Oldtown Woods, Celbridge",Kildare,,"€312,775.32",No,Yes,New Dwelling house /Apartment,
16/07/2021,"101 CANNON ST, WATERFORD",Waterford,X91YF6T,"€235,750.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2021,"16 WALTON HALL, RIVERBANK, SWORDS",Dublin,,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2021,"5 DANGAN DR, KIMMAGE, DUBLIN 12",Dublin,D12HE44,"€702,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"7 Long Meadows, Old Sion Road, Kilkenny",Kilkenny,,"€515,418.50",No,Yes,New Dwelling house /Apartment,
09/11/2021,"53 HEATHFIELD, KINNEGAD, WESTMEATH",Westmeath,N91CA43,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"3 The Green, An Glasan, Greenville Lane",Wexford,,"€180,617.00",No,Yes,New Dwelling house /Apartment,
21/05/2021,"71 Rathangan Manor, Rathangan",Kildare,,"€233,481.00",No,Yes,New Dwelling house /Apartment,
17/06/2021,"82 Cluain Larach, Knockenduff, Tramore",Waterford,,"€242,291.00",No,Yes,New Dwelling house /Apartment,
15/10/2021,"KILLASHEE, 39 NUTLEY LANE, DONNYBROOK",Dublin,D04F8Y2,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2021,"13 Eastmount Woods, Chapel Road, Delgany",Wicklow,,"€572,687.22",No,Yes,New Dwelling house /Apartment,
30/08/2021,"12 CENTURY APTS, EMERSON AVENUE, SALTHILL",Galway,H91TF70,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"6 QUINAGH GREEN, QUINAGH, CARLOW",Carlow,R93H6P6,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2021,"53 FRIARS HILL, GRAIGUENAMANAGH, KILKENNY",Kilkenny,R95K651,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/09/2021,"11 SLIABH DROMAND, KILMACRENNAN ROAD, LETTERKENNY",Donegal,F92FC43,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2021,"4 BEECHGROVE, GEASHILL, OFFALY",Offaly,R35XH11,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2021,"347 Ard Uisce, Whiterock Hill, Wexford",Wexford,,"€215,859.02",Yes,Yes,New Dwelling house /Apartment,
21/10/2021,"CARROWCUSHACLY, BALLYMOTE, SLIGO",Sligo,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"31 OAKDALE PARK, TEMPLEMORE, TIPPERARY",Tipperary,E41HW61,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2021,"14 LANESBOROUGH CASTLE, ST MARGARETS RD, FINGLAS DUBLIN 11",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2021,"7 jameson court, the glen, Watermill road",Dublin,,"€643,171.80",No,Yes,New Dwelling house /Apartment,
19/02/2021,"12 CREGGAUN NA HILLE, CLARECASTLE, CLARE",Clare,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"12 Strand View, Strand Road, Bray",Wicklow,,"€427,313.00",No,Yes,New Dwelling house /Apartment,
02/09/2021,"39 COUNTRY MEADOWS, TUAM, GALWAY",Galway,H54NX04,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2021,"RADHARC ALAINN, THE QUAY, KINVARA",Galway,,"€211,406.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"125 NORTH EAST, THE QUADRANTS, BALLINCOLLIG",Cork,,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2021,"DANGANELLA HOUSE, COORACLARE, CO CLARE",Clare,,"€210,750.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2021,"Somerset, Clontuskert, Ballinasloe",Galway,,"€65,000.00",No,Yes,New Dwelling house /Apartment,
01/11/2021,"185 KILLESTER AVE, KILLESTER, DUBLIN 5",Dublin,D05X9Y2,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2021,"24 THE BAILY, CUSTOM HOUSE HARBOUR, I F S C DUBLIN 1",Dublin,D01ED95,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"2 LAMBERTON GROVE, ARKLOW, WICKLOW",Wicklow,Y14R627,"€185,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"84 TUBBERCLAIRE MEADOWS, ATHLUMNEY, NAVAN",Meath,C15DYT0,"€296,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2021,"7 CASTLEVIE GROVE, SWORDS, DUBLIN",Dublin,K67XE70,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2021,"203 DUN EOIN BALLINREA RD, CARRIGALINE, CORK",Cork,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"112 THE WILLOWS, BOREENMANNA RD, CORK",Cork,T12E049,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"108 Blossom Hill, Broomfield Village, Midleton",Cork,,"€290,748.89",No,Yes,New Dwelling house /Apartment,
05/05/2021,"22 C LOWER JOHN ST, CORK, CORK",Cork,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"1 TOORVALLEY, BALLYMORE RD, MOATE",Westmeath,N37CX45,"€185,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"Balmoral, Gordon Avenue, Foxrock",Dublin,,"€1,662,536.00",No,Yes,New Dwelling house /Apartment,
31/08/2021,"10 SRUHAN BEAG, BALLYBEG, DINGLE",Kerry,V92NT28,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2021,"5 COIS TEAMPAILL, NEWCASTLE WEST, COUNTY LIMERICK",Limerick,V42V997,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"102 DANGAN HEIGHTS, NEWCASTLE, GALWAY",Galway,H91FKT0,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"THISTLEDOME, CASTLEBALDWIN, SLIGO",Sligo,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2021,"25 CASTLEVIEW WALK, SWORDS, DUBLIN",Dublin,K67WN73,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2021,"Apt 10 Lynnwood, Silchester Park, Glenageary",Dublin,,"€524,230.00",No,Yes,New Dwelling house /Apartment,
18/03/2021,"COOLNAMUCK, CARRICKBEG, CARRICK ON SUIR",Waterford,,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"16 STRAWHALL, FARRAN STREET GERALD GRIFFIN STREET, COUNTY CORK",Cork,T23CR2F,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2021,"MAINE RD, CASTLEBELLINGHAM, LOUTH",Louth,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2021,"IVERAGH LODGE, CABLE STATION, WATERVILLE",Kerry,V23K122,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2021,"28 HEATHERVALE, GARRYDUFF, CASTLEBAR",Mayo,F23T938,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2021,"COIS NA BREAC, STOOKISLAND, CLOMANE",Kerry,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"19 PINEBROOK GLEN, MULHUDDART, DUBLIN 15",Dublin,D15Y2NE,"€37,605.13",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"8 MITCHELL ST, CLONMEL, TIPPERARY",Tipperary,E91DY05,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2021,"55 CARTON COURT, MAYNOOTH, CO KILDARE",Kildare,,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2021,"115 KINDLESTOWN PARK, GREYSTONES, CO WICKLOW",Wicklow,A63KP38,"€359,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2021,"NEW ST, CASTLEBLAYNEY, MONAGHAN",Monaghan,,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2021,"218 DALTON PK, MULLINGAR, WESTMEATH",Westmeath,N91X3H7,"€114,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2021,"1 CHERRY LAWN, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin,,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"20 KILMALUM AVE, BLESSINGTON MANOR, BLESSINGTON",Kildare,W91K6K3,"€171,916.24",Yes,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"134 ROSE HILL, WICKLOW",Wicklow,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2021,"SLEUTH WOOD, SHILTIES LOUTH, CARLINGFORD",Louth,,"€429,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"21 MANOR AVE, MARYBOROUGH RIDGE, DOUGLAS",Cork,T12A402,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"54 Station Road, Barnwell Park, Hansfield",Dublin,,"€303,964.00",No,Yes,New Dwelling house /Apartment,
18/08/2021,"MULLAGHNASHEE, FRENCHPARK, ROSCOMMON",Roscommon,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2021,"18 SUMMERFIELD RISE, BLANCHARDSTOWN, DUBLIN 15",Dublin,D15W2V5,"€394,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2021,"SKEHEEN UPPER, MITCHELSTOWN, CORK",Cork,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2021,"6 BALLINCOURT, BALLINTOGHER, CO. SLIGO",Sligo,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2021,"6 PAIRC NA TIARNA, GRANARD RD, CASTLEPOLLARD",Westmeath,N91D268,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2021,"BALLYNEGGIN, CASTLEBAR, MAYO",Mayo,,"€349,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"INCH, CAPPAWHITE, TIPPERARY",Tipperary,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2021,"NASHS RD, BORRISOKANE, TIPPERARY",Tipperary,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"29 SLIEVENAMON RQ, IVOWEN KILSHEELAN, CLONMEL",Tipperary,E91E6X8,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"6 BRACKLIN PARK, BRACKLON RD, EDGEWORTHSTOWN",Longford,N39RP44,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"6 ARD SHEE, COCKLEHILL, BLACKROCK",Louth,A91DK38,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"APT 7, MULVOY PLACE, SEAN MULVOY RD",Galway,H91AY99,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"57 THE PADDOCKS, WESTBURY, ATHLUNKARD",Clare,V94WNR1,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2021,"BARNADOWN, GOREY, WEXFORD",Wexford,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2021,"18 WHITEPOINT MOORINGS, COBH, COUNTY CORK",Cork,P24K279,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2021,"15 THE GLEBE, COROFIN, CLARE",Clare,V95N224,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"4 graydon road, graydon, newcastle",Dublin,,"€264,317.18",No,Yes,New Dwelling house /Apartment,
12/11/2021,"23 RAILWAY VIEW, ROSCREA, CO TIPPERARY",Tipperary,E53VX52,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"6 EMMET ST, DUBLIN 1, DUBLIN",Dublin,D01Y2P8,"€383,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"14 The Boulevard, Barnhall Meadows, Leixlip",Kildare,,"€410,000.00",No,Yes,New Dwelling house /Apartment,
14/07/2021,"RIVERSIDE HOUSE, JOYCES PARK, SHRULE",Galway,H91W89Y,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2021,"26 MILLRACE GREEN, SAGGART, DUBLIN",Dublin,D24HXP7,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2021,"8 BRANOGUE PARK, RIVERCHAPEL, WEXFORD",Wexford,Y25XR74,"€209,950.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2021,"17 Archers Wood Drive, Delgany",Wicklow,,"€440,528.00",No,Yes,New Dwelling house /Apartment,
01/07/2021,"CRAIGS RD, RAPHOE, DONEGAL",Donegal,,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"STELLA MARIS, BALLYCONNEELY, CO GALWAY",Galway,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2021,"39 CASTLEGATE GREEN, ADAMSTOWN CASTLE, ADAMSTOWN",Dublin,K78F455,"€10,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/11/2021,"30 ASHINGTON HEATH, NAVAN RD, DUBLIN 7",Dublin,D07XT93,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2021,"HILLSIDE, GLENBROOK, NEWTOWN RD",Wexford,Y35F9K6,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2021,"155 THE COURT, DUNBOYNE CASTLE, CO MEATH",Meath,A86WD63,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"PRIORSTOWN, KILSHEELAN, CLONMEL",Tipperary,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2021,"22 THORNDALE PARK, ROCKS RD, KINGSCOURT",Cavan,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"LA VERNE, KEELOGUE, KILLESHIN",Laois,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2021,"209 MARITANA GATE, CANADA ST, WATERFORD",Waterford,X91AE98,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2021,"38 WOODLANDS PARK, COILL DUBH, NAAS",Kildare,W91KC93,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"ARD MHUIRE, 13 RATHMORE LAWN, SOUTH DOUGLAS RD",Cork,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"6 Laurelville, Mill Road, Corbally",Limerick,,"€295,154.19",No,Yes,New Dwelling house /Apartment,
18/11/2021,"12 THE FAIRWAYS, GOLFCOURSE RD, WESTPORT",Mayo,F28E032,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2021,"20 BEECH DRIVE, GREENFIELDS, OLD TRAMORE ROAD",Waterford,X91VHE1,"€171,738.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2021,"9 ST MARGARETS CLOSE, CASTLE PARK RD, DALKEY",Dublin,A96H2D8,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2021,"29 CAREYSTOWN WOODS, WHITEGATE, CORK",Cork,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2021,"WILLOW GROVE, ROSSGIER, LIFFORD",Donegal,F93A25H,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2021,"137 NEWTOWN LAWNS, MULLINGAR, WESTMEATH",Westmeath,N91E8W9,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2021,"52 EVERGREEN RD, CORK, CORK",Cork,T12HYN8,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2021,"EGMONT PLACE, KANTURK, CORK",Cork,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2021,"18 Siuomh Alainn, Churchground, Kilgarvan",Kerry,,"€250,000.00",No,Yes,New Dwelling house /Apartment,
05/11/2021,"32 CLOON LARA, BALLYMAHON ROAD, MULLINGAR",Westmeath,N91PKT1,"€269,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2021,"IVY HOUSE, CLONTEADBEG, COACHFORD",Cork,P12RC99,"€8,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2021,"72 WILTON COURT, WILTON, CORK",Cork,T12EH1R,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"31 ROCKFIELD AVE, PERRYSTOWN, DUBLIN 12",Dublin,D12FYK2,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"50A BEECHWOOD DOWNS, HUNTSTOWN, DUBLIN 15",Dublin,D15YNT7,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"13 THE GALLOPS, SWORDS, DUBLIN",Dublin,K67FK73,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2021,"APT 152, CRESCENT BUILDING, PARK WEST POINTE",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2021,"CURRAGHBEG, NEWBRIDGE, BALLINASLOE",Galway,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2021,"GARRYYKNOCK, GOLF LINKS RD, CASTLETROY",Limerick,V94KC7D,"€790,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2021,"1029 AVONDALE, LEIXLIP, KILDARE",Kildare,W23T6N6,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2021,"8 CASIMIR COURT, HAROLDS CROSS, DUBLIN 6",Dublin,D6WCD57,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"44 GLEANN RIADA, LONGFORD, LONGFORD",Longford,N39W2Y6,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"51 ROCHESTOWN RISE, ROCHESTOWN, CORK",Cork,T12PX6V,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2021,"16 MELIFONT COURT, ARDEE STREET, COLLON",Louth,A92WA47,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2021,"7 RAILWAY MEWS, PORTARLINGTON, LAOIS",Laois,R32P653,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2021,"104 LEARGAN, BALLYMONEEN WEST, KNOCKNACARRA",Galway,,"€332,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"8 THE NURSERIES, FORREST RD, SWORDS",Dublin,K67CC78,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2021,"CUNNAGHER, ROSS, CASTLEBAR",Mayo,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2021,"36 CHURCHWELL DR, BELMAYNE, BALGRIFFIN DUBLIN 13",Dublin,D13T971,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"21 Seaview Avenue, Cnoc NaMara, Blackrock",Louth,,"€215,859.04",No,Yes,New Dwelling house /Apartment,
18/08/2021,"107 SHANAGARRY, MILLTOWN RD, MILLTOWN DUBLIN 6",Dublin,D06ET71,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"APT 70, THE WATERMILL, WATERMILL RD DUBLIN 5",Dublin,D05WK88,"€432,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2021,"85 BOHERMORE, GALWAY",Galway,,"€225,556.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2021,"11 ARDNACASSA MANOR, DUBLIN RD, LONGFORD",Longford,,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"13 CHILDERS PARK, THURLES, TIPPERARY",Tipperary,,"€119,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2021,"19 CLOS MOLUA, SLI NA MANACH, MUNGRET",Limerick,,"€290,748.89",No,Yes,New Dwelling house /Apartment,
19/05/2021,"ST ANNES, THE HILL, MONKSTOWN",Dublin,A94V0C8,"€1,215,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"76 THE ATRIUM, BEECHWOOD COURT, STILLORGAN",Dublin,A94RK51,"€379,408.91",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"26 THE HERMITAGE, ABBEYSIDE, DUNGARVAN",Waterford,X35TN56,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2021,"30 PARK COURT, GRANGE RATH, COPLE",Meath,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2021,"No.26 Kerlogue Manor, Rocksborough",Wexford,,"€214,977.97",No,Yes,New Dwelling house /Apartment,
18/06/2021,"25 Seoid Na Trá, Bettystown, Co. Meath",Meath,,"€263,436.12",No,Yes,New Dwelling house /Apartment,
11/05/2021,"Apt 49 The Bracken, Marina Village  Greystones",Wicklow,,"€491,503.00",No,Yes,New Dwelling house /Apartment,
16/12/2021,"84 KNOCKAPHUNTA, WESTPORT RD, CASTLEBAR",Mayo,F23K773,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2021,"38 ROSSVIEW, MAPLE DR, BUNDORAN",Donegal,,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2021,"4 OAKLANDS DALE, LONGFORD, LONGFORD",Longford,,"€95,652.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2021,"DRUMATRUMPHER, MOUNTCHARLES, DONEGAL",Donegal,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2021,"BRENTWOOD, SYDENHAM RD, DUNDRUM DUBLIN 14",Dublin,D14X6F7,"€3,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2021,"24 OZANAM ST, WATERFORD, WATERFORD",Waterford,X91XFT5,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
