Address,County,not_full_price,vatx,row_id,price,year,quarter,year_norm,is_new_property,distance,LnP
"83 MARYBOROUGH VILLAGE, PORTLAOISE, CO LAOIS",Laois,0,1,29512,246.7,2020,4,4,1,80.5570159903148,5.508173023535311
"75 CASTLELAWN HEIGHTS, GALWAY, GALWAY",Galway,0,0,29513,172.5,2020,1,4,0,186.70225186651996,5.150397236471415
"9 CARTUR MOR, CLYBAUN RD, KNOCKNACARRA",Galway,0,0,29514,275.0,2020,3,4,0,186.70225186651996,5.616771097666572
"58 GLEANN RUA, RENMORE, GALWAY",Galway,0,0,29515,235.0,2020,3,4,0,182.94951195740447,5.459585514144159
"2 KILFENORA RD, KIMMAGE, DUBLIN 12",Dublin,0,0,29516,180.0,2020,3,4,0,6.262284906318423,5.19295685089021
"5 WHATELY PLACE, UPPER KILMACUD ROAD, STILLORGAN",Dublin,0,0,29517,595.0,2020,1,4,0,134.18823691515763,6.38856140554563
"17 Abbot Drive, Cualanor, Upper Glenageary Road",Dublin,0,1,29518,779.74,2020,2,4,1,18.848376374165017,6.6589605307824
"5 LYNWOOD, ASHLEY COURT, WATERFORD",Waterford,0,0,29519,220.0,2020,1,4,0,132.69382286923147,5.393627546352362
"225 BELMONT, SOUTHERN CROSS RD, BRAY",Wicklow,0,0,29520,413.0,2020,4,4,0,39.371390011270194,6.023447592961033
"48 ASHWOOD RD, DUBLIN 22, DUBLIN",Dublin,0,0,29521,212.0,2020,4,4,0,185.45302510434334,5.356586274672012
"NEW HOUSE, BALLINTAGGART, COLBINSTOWN",Kildare,0,0,29522,692.4,2020,4,4,0,186.61642599220286,6.540163823302054
"13 POWERSCOURT, EYRE ST, NEWBRIDGW",Kildare,0,0,29523,165.0,2020,4,4,0,113.26151363480928,5.10594547390058
"16 Rokeby Park, Lucan, Co Dublin",Dublin,0,1,29524,607.93,2020,3,4,1,157.70308062930502,6.410059743759071
"18 Redington Woods, Clarinbridge",Galway,0,1,29526,555.07,2020,1,4,1,188.2478503317841,6.31909423191933
"3 AUBURN WAY, BALLYMAHON, COUNTY LONGFORD",Longford,0,0,29527,147.0,2020,3,4,0,111.0788906784237,4.990432586778736
"7 BALLYBOUGHT ST, KILKENNY",Kilkenny,0,0,29528,210.0,2020,3,4,0,159.43968033619382,5.3471075307174685
"16 BAYVIEW AVENUE, NORTH STRAND, DUBLIN 3",Dublin,0,0,29529,325.0,2020,4,4,0,226.570510842237,5.783825182329737
"28 ST PATRICKS AVE, TIPPERARY",Tipperary,0,0,29531,85.0,2020,2,4,0,100.86452331931287,4.442651256490317
"66 CARRICKHILL RD, PORTMARNOCK, DUBLIN",Dublin,0,0,29533,527.5,2020,1,4,0,2.0096305578111666,6.268148865350222
"6 Effernock Woods, Trim",Meath,0,1,29534,374.45,2020,4,4,1,40.65521082421646,5.925458282695376
"97 longstone, Blessington Road, Cradockstown",Kildare,0,1,29535,343.61,2020,1,4,1,174.47190338411755,5.839507293295446
"54 DOMINIC ST, CORK, CORK",Cork,0,0,29536,110.0,2020,4,4,0,0.34741860459685614,4.700480365792417
"KNOCKALAVALLA, CARRICK ON SUIR, CO WATERFORD",Waterford,0,0,29537,70.0,2020,2,4,0,138.02898061369905,4.248495242049359
"5 OAKLAWN DR, RACECOURSE RD, ROSCOMMON",Roscommon,0,0,29538,97.0,2020,1,4,0,112.49841859851377,4.574710978503383
"7 The Crescent, Millerstown, Maynooth Road",Meath,0,1,29540,297.36,2020,1,4,1,16.84700158694074,5.694943525988997
"49 CLARE ST, LIMERICK, LIMERICK",Limerick,0,0,29541,135.0,2020,1,4,0,85.81582984570322,4.90527477843843
"APT 5 JOHNSONS COURT, JOHN ST, SLIGO",Sligo,0,0,29542,75.0,2020,4,4,0,71.11066003896326,4.31748811353631
"10 ST JOACHIMS TERRACE, CHARLOTTE ST, SLIGO",Sligo,0,0,29543,125.0,2020,4,4,0,74.04879325383706,4.8283137373023015
"11 Whitethorn, Feltrim Road, Kinsealy",Dublin,0,1,29544,409.69,2020,2,4,1,122.33838815789704,6.015400776151452
"GREENFIELD, LONGFORD",Longford,0,0,29545,155.0,2020,2,4,0,77.8448931543121,5.043425116919247
"17 BIRD AVE, CLONSKEAGH, DUBLIN 14",Dublin,0,0,29546,920.0,2020,2,4,0,56.802866478266395,6.824373670043086
"6 JUBILEE TERRACE, CAVAN, CAVAN",Cavan,0,0,29547,65.0,2020,4,4,0,90.21727853859167,4.174387269895637
"9 THORMANBY LAWNS, HOWTH, DUBLIN",Dublin,0,0,29548,850.0,2020,4,4,0,78.48266687369048,6.745236349484363
"CLONFREE, STROKESTOWN, CO. ROSCOMMON",Roscommon,0,0,29549,112.0,2020,2,4,0,91.29054079420247,4.718498871295094
"116 Cedar Place, Ridgewood, Swords",Dublin,0,1,29551,332.56,2020,4,4,1,2.0096305578111666,5.806820294944382
"34 MATHER RD NORTH, MOUNT MERRION, BLACKROCK",Dublin,0,0,29552,875.0,2020,1,4,0,165.71838328478174,6.774223886357614
"Site 268, 10 Brescula Close, Bellingham",Laois,0,1,29553,205.0,2020,1,4,1,202.92536275729557,5.3230099791384085
"Apartment 13  Block C, Mount Argus Apartments",Dublin,0,1,29554,560.98,2020,2,4,1,62.591481258976394,6.329685254263312
"25 BOTANIC RD, GLASNEVIN, DUBLIN 9",Dublin,0,0,29555,700.0,2020,2,4,0,47.109956568616084,6.551080335043404
"53 RAVENSWOOD, GREGG ROAD, CARRICK ON SUIR",Tipperary,0,0,29556,128.0,2020,1,4,0,103.13866261995571,4.852030263919617
"3 SANDYCOVE AVE EAST, DUN LAOGHAIRE, DUBLIN",Dublin,0,0,29557,1092.0,2020,1,4,0,2.0096305578111666,6.9957661563048505
"APT 22 OCASEY HALL, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,29558,260.0,2020,2,4,0,82.05495740503231,5.560681631015528
"1 Drury Park, Saggart",Dublin,0,1,29559,242.29,2020,2,4,1,230.30611411848108,5.490135355819337
"BALLYKEENAN, MYSHALL, CARLOW",Carlow,0,0,29561,238.0,2020,4,4,0,118.26832088355232,5.472270673671475
"APT 17, THE PADDOCKS COURT, ADAMSTOWN",Dublin,0,0,29562,245.0,2020,2,4,0,185.45302510434334,5.501258210544727
"12 IVY HILL, GORT RD, ENNIS",Clare,0,0,29563,225.0,2020,4,4,0,175.655967525262,5.41610040220442
"47  The Willows, Janeville, Cork Road",Cork,0,1,29564,259.91,2020,3,4,1,93.48563301755544,5.5603354172443025
"TUBBERYQUIN, BALLYNEETY, LIMERICK",Limerick,0,0,29565,315.0,2020,3,4,0,175.50987579483146,5.752572638825633
"SHANBALLY, RINGASKIDDY, CORK",Cork,0,0,29566,310.0,2020,1,4,0,259.5946851788609,5.736572297479192
"LIMERICK ST, ROSCREA, TIPPERARY",Tipperary,0,0,29567,65.0,2020,1,4,0,64.27718656394211,4.174387269895637
"No 3, The Avenue, Aughamore",Kildare,0,1,29568,337.1,2020,4,4,1,46.02463771889253,5.820379622240015
"87 BUSHY PARK RD, TERENURE, DUBLIN 6",Dublin,0,0,29569,1050.0,2020,2,4,0,3.6567249481568176,6.956545443151569
"148 SUNDAYS WELL AVE, SUNDAYS WELL, CORK",Cork,0,0,29570,317.5,2020,1,4,0,219.17064342671037,5.760477818332746
"43 THE CLOSE, KILL ST LAWRENCE, AIRPORT ROAD",Waterford,0,0,29571,196.0,2020,4,4,0,172.3104691675774,5.278114659230517
"MACDARA, GORTGALLON, BALLYLEAGUE",Roscommon,0,0,29572,175.0,2020,1,4,0,141.59465019670606,5.1647859739235145
"22 CAIRNSFORT, GOLF LINKS ROAD, CASTLETROY",Limerick,0,0,29573,248.0,2020,4,4,0,69.32629827112937,5.5134287461649825
"35 CABRA ROAD, DUBLIN 7",Dublin,0,0,29574,525.0,2020,1,4,0,179.9404597497377,6.263398262591624
"4 PARK RD, IVOWEN, KILSHEELAN",Tipperary,0,0,29575,170.0,2020,2,4,0,106.41305371902226,5.135798437050262
"31 HIGHTHORN PARK, DUN LAOGHAIRE, DUBLIN",Dublin,0,0,29576,546.82,2020,3,4,0,215.62791517279985,6.3041196806256625
"6 KILKEEVAN PARK, CASTLEREA, ROSCOMMON",Roscommon,0,0,29577,70.0,2020,3,4,0,207.47194390156434,4.248495242049359
"1 ROSEMOUNT DR, ROSEMOUNT FARM, CAHIR",Tipperary,0,0,29578,220.0,2020,3,4,0,194.13681322868436,5.393627546352362
"13 Sycamore Drive, Limerick Rd",Clare,0,1,29579,237.88,2020,4,4,1,208.81601329076685,5.471766344838393
"226 COLLINS AVE WEST, WHITEHALL, DUBLIN 9",Dublin,0,0,29580,765.0,2020,4,4,0,71.9672742738424,6.639875833826536
"8 LIMERICK STREET, ROSCREA, CO.TIPPERARY",Tipperary,0,0,29581,72.5,2020,4,4,0,159.6277738309982,4.283586561860629
"RANTAVAN, MULLAGH, CAVAN",Cavan,0,0,29582,80.0,2020,3,4,0,223.28975913084832,4.382026634673881
"26 BALLINDERRY PARK, MAYFIELD, CORK",Cork,1,0,29583,74.52,2020,4,4,0,222.1735665842689,4.311067545733388
"KILGARVAN VILLAGE, COUNTY KERRY",Kerry,0,0,29584,220.0,2020,2,4,0,258.92227946174165,5.393627546352362
"2 ST JOSEPH ST, LIMERICK",Limerick,0,0,29585,130.0,2020,3,4,0,151.33801418480715,4.867534450455582
"Apt 23, Maple Hall, Larkfield Heath",Dublin,0,1,29586,281.94,2020,3,4,1,15.358327926081476,5.64169428234278
"25 SLANE RD, CRUMLIN, DUBLIN 12",Dublin,0,0,29587,342.0,2020,3,4,0,12.285666197167291,5.834810737062605
"32 GOULDAVOHER EST, DOORADOYLE, LIMERICK",Limerick,0,0,29588,233.0,2020,4,4,0,179.04707453076495,5.4510384535657
"7 LATCHFORD COURT, CASTAHEANY, DUBLIN 15",Dublin,0,0,29589,342.0,2020,2,4,0,101.65438624257094,5.834810737062605
"38 RUSSELLS TERRACE, KETTLES LANE, KINSEALY",Dublin,0,0,29590,220.0,2020,1,4,0,163.95099166359947,5.393627546352362
"23 LOWER TINAHASK, ARKLOW, CO WICKLOW",Wicklow,0,0,29591,120.0,2020,2,4,0,39.70883481058299,4.787491742782046
"APT 1, TARA AN CAISLEAIN, BALLINCOLLIG",Cork,0,0,29592,207.0,2020,1,4,0,11.359756727942688,5.332718793265369
"25 BISHOP ROGAN PARK, KILCULLEN, CO KILDARE",Kildare,0,0,29594,182.5,2020,4,4,0,48.037970068336556,5.206750173022546
"19 BLUE CEDARS, BALLYBOFEY, DONEGAL",Donegal,0,0,29595,140.0,2020,3,4,0,308.0870722401191,4.941642422609304
"SUMMERHILL LODGE, KILFANE, THOMASTOWN",Kilkenny,0,0,29596,250.0,2020,3,4,0,55.78705250046929,5.521460917862246
"44 BLACKTHORN PARK, RENMORE, GALWAY",Galway,0,0,29597,300.0,2020,3,4,0,117.59744006456367,5.703782474656201
"29 HIGHFIELD CRESCENT, KANTURK, CO CORK",Cork,0,0,29598,130.0,2020,3,4,0,219.17064342671037,4.867534450455582
"101 MANORFIELD, KINNEGAD, WESTMEATH",Westmeath,0,0,29599,165.0,2020,4,4,0,79.53031651779834,5.10594547390058
"8 COLLEGE VIEW, WESTPORT ROAD, CASTLEBAR",Mayo,0,0,29600,195.0,2020,1,4,0,175.73430763942957,5.272999558563747
"36 SHANVARNA RD, SANTRY, DUBLIN 9",Dublin,0,0,29601,489.0,2020,4,4,0,238.30711631761957,6.192362489474872
"19 GLENDALE PARK, TERENURE, DUBLIN 12",Dublin,0,0,29602,500.0,2020,2,4,0,42.86267140401185,6.214608098422191
"9 CAIRN HILL VIEW, DRUMLISH, LONGFORD",Longford,0,0,29603,117.0,2020,4,4,0,106.93557625412372,4.762173934797756
"19 ROCHFORD PARK, ROCHFORD ABBEY, KILL",Kildare,0,0,29604,185.0,2020,4,4,0,175.54049511519216,5.220355825078324
"49 BEECHMOUNT GREEN RD, NEWBRIDGE, CO KILDARE",Kildare,1,0,29605,156.0,2020,2,4,0,60.67814974260766,5.049856007249537
"AN DRISEOG, BRIARFIELD, BALLINASLOE",Galway,0,0,29606,270.0,2020,4,4,0,162.20030268990936,5.598421958998375
"GRANABEG UPPER, VALLEYMOUNT, BLESSINGTON",Wicklow,0,0,29607,127.5,2020,3,4,0,39.371390011270194,4.848116364598481
"11 BEAUFIELD CRESENT, MAYNOOTH, KILDARE",Kildare,0,0,29608,327.0,2020,3,4,0,48.037970068336556,5.7899601708972535
"20 AIRPARK RISE, STOCKING LANE, RATHFARNHAM DUBLIN 16",Dublin,0,0,29609,409.0,2020,1,4,0,12.617920195753477,6.013715156042802
"APT 12, DOOGHBEG, BACK LANE",Clare,0,0,29610,147.5,2020,4,4,0,106.24899178537777,4.993828175779875
"79 WILLBROOK, WHITECHURCH RD, RATHFARNHAM DUBLIN 14",Dublin,0,0,29611,400.0,2020,2,4,0,280.98291506763564,5.991464547107982
"APT 4 PIAZZA VIEW, FAIRGREEN, NEW RD",Cork,0,0,29612,125.0,2020,3,4,0,175.23048982688263,4.8283137373023015
"17 CLUAIN AIRNE, MONADREEN, THURLES",Tipperary,0,0,29613,230.0,2020,4,4,0,128.94707435699368,5.438079308923196
"I MILLTOWN, NEWCASTLE, MILLTOWN",Dublin,0,0,29614,300.0,2020,1,4,0,189.40022827323952,5.703782474656201
"COPPERFIELD, TRIM RD, NAVAN",Meath,0,0,29615,400.0,2020,4,4,0,42.34442571160976,5.991464547107982
"23 Dodderbrook Lawn, Old Court Road, Ballycullen",Dublin,0,1,29616,361.23,2020,3,4,1,177.47122442857668,5.889514874572237
"RIVERSTONE, BIRR, CO. OFFALY",Offaly,0,0,29618,85.0,2020,2,4,0,135.918686062931,4.442651256490317
"13 PARKVIEW, BOLTON WOODS, CALLAN",Kilkenny,0,0,29619,262.5,2020,4,4,0,121.43448251534913,5.570251082031678
"70 BALLINCLEA HEIGHTS, KILLINEY, DUBLIN",Dublin,0,0,29621,876.5,2020,4,4,0,3.484144080717566,6.775936704361289
"49 DROIM NA COILLE, NENAGH, TIPPERARY",Tipperary,0,0,29622,220.0,2020,4,4,0,101.06412788444761,5.393627546352362
"54 OLD BALREASK WOOD, NAVAN, CO MEATH",Meath,0,0,29623,265.0,2020,3,4,0,36.783546777660774,5.579729825986222
"Unit 16 Forge Court, The Forge, Lusk",Dublin,0,1,29624,317.18,2020,3,4,1,175.6841645886022,5.759469436070455
"61 TYMON CRESCENT, OLD BAWN, TALLAGHT",Dublin,0,0,29625,390.0,2020,4,4,0,2.0096305578111666,5.966146739123692
"18 CRESTON AVE, FINGLAS, DUBLIN 11",Dublin,0,0,29626,311.0,2020,1,4,0,129.78939652976027,5.739792912179234
"Apartment 33  Block D, Mount Argus Apartments",Dublin,0,1,29627,462.81,2020,2,4,1,72.05572087944725,6.137316602691958
"3 BEECHWOOD GROVE, DUN LAOGHAIRE, DUBLIN",Dublin,0,0,29628,890.0,2020,4,4,0,11.497446603861892,6.7912214627261855
"10 ROWAN COURT, KENNEDY PARK, LIMERICK",Limerick,0,0,29629,96.0,2020,1,4,0,160.89761780838427,4.564348191467836
"CRAINN DARACH, GRANGECON HILL, GRANGECON",Wicklow,0,0,29630,390.0,2020,4,4,0,88.94186069702381,5.966146739123692
"3 BEACH APT, OWENAHINCHA, ROSSCARBERY",Cork,0,0,29631,95.0,2020,4,4,0,93.48563301755544,4.553876891600541
"COLMAN CROSS, FETHARD, CO TIPPERARY",Tipperary,0,0,29632,65.0,2020,1,4,0,128.94707435699368,4.174387269895637
"21 GLANDORE PARK, DUN LAOGAHIRE, DUBLIN",Dublin,0,0,29633,560.0,2020,4,4,0,13.134959460887192,6.327936783729195
"3 BIRCHES CLOSE, GALWAY RD, TUAM",Galway,0,0,29634,173.35,2020,3,4,0,131.33979745921377,5.155312672131032
"No. 12 Gort na dTulach, Tullagh Hill, Loughrea",Galway,1,1,29635,214.59,2020,3,4,1,185.98763254773627,5.368729230788402
"43 MARTIN ST, PORTOBELLO, DUBLIN 8",Dublin,0,0,29636,420.0,2020,4,4,0,2.0096305578111666,6.040254711277414
"33 RADHARC NA SLEIBHTE, CHURCHTOWN, MALLOW",Cork,0,0,29637,104.0,2020,4,4,0,235.31909064795767,4.6443908991413725
"49 SHELMALIER RD, EAST WALL, DUBLIN 3",Dublin,0,0,29638,250.0,2020,4,4,0,175.47132337313138,5.521460917862246
"GARNAFAILAGH, ATHLONE, CO WESTMEATH",Westmeath,0,0,29639,370.0,2020,3,4,0,62.1923764461828,5.91350300563827
"17  KNOCKROE DRIVE, CLIEVERAGH, LISTOWEL",Kerry,0,1,29640,270.0,2020,1,4,1,84.17470937015713,5.598421958998375
"5 The Crescent, Cluain Dara, Derrinturn",Kildare,0,1,29641,268.72,2020,3,4,1,50.379271255532444,5.593669945304037
"APT 10, ROEBUCK PARK HOUSE, LARCHFIELD PARK DUBLIN 14",Dublin,0,0,29642,360.0,2020,3,4,0,175.47132337313138,5.886104031450156
"BIRCHALL, ROSSCAHILL, 0UGHTERARD",Galway,0,0,29643,365.0,2020,4,4,0,105.40919952308907,5.8998973535824915
"27 HAZEL LANE, BRYANSTOWN, DROGHEDA",Meath,0,0,29644,240.0,2020,4,4,0,64.73799773769785,5.480638923341991
"8 AILL NA MARA, CLIFF ROAD, BALLYBUNION",Kerry,0,0,29645,280.0,2020,4,4,0,206.0317142825844,5.634789603169249
"6 LAKESIDE, LADYS ISLAND, WEXFORD",Wexford,0,0,29646,137.5,2020,3,4,0,122.51904976523305,4.923623917106626
"1 YORK AVENUE, RATHMINES, DUBLIN 6",Dublin,0,0,29647,905.0,2020,1,4,0,75.67517397023343,6.807934943699926
"44 Cluain Ard, Blarney, Cork",Cork,0,1,29648,303.96,2020,2,4,1,219.17064342671037,5.716896113801584
"153 THE LAURELS, BURRIN MANOR, CARLOW",Carlow,0,0,29649,95.0,2020,3,4,0,118.26832088355232,4.553876891600541
"9 CONVENT ST, TALLOW, WATERFORD",Waterford,0,0,29650,75.0,2020,4,4,0,0.1652789234369528,4.31748811353631
"MAIN ST, CAPPAMORE, LIMERICK",Limerick,0,0,29651,88.5,2020,2,4,0,169.828463760061,4.483002552013883
"30 CHURCH FIELD, DOONBEG, CO CLARE",Clare,0,0,29652,149.0,2020,3,4,0,78.672046184147,5.003946305945459
"9 FOUR ACRES, BUNCRANA, COUNTY DONEGAL",Donegal,0,0,29653,110.0,2020,2,4,0,165.49318524668237,4.700480365792417
"60 SHANTALLA DR, BEAUMONT, DUBLIN 9",Dublin,0,0,29654,320.0,2020,2,4,0,181.92206978645123,5.768320995793772
"FORREST, CARRIGADROHID, CORK",Cork,0,0,29655,235.0,2020,4,4,0,118.26832088355232,5.459585514144159
"CLONADERIG, BALLINAHOWN, CO OFFALY",Offaly,0,0,29656,185.0,2020,2,4,0,76.03261412386539,5.220355825078324
"54E SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7",Dublin,0,0,29657,400.0,2020,4,4,0,189.06131246296965,5.991464547107982
"8 BLACKS RD, NEWPORT, CO TIPPERARY",Tipperary,0,0,29658,138.0,2020,2,4,0,159.6277738309982,4.927253685157205
"76 SILKEN VALE, MAYNOOTH, KILDARE",Kildare,0,0,29659,340.0,2020,1,4,0,23.5381972813556,5.8289456176102075
"2 ROSY GLEN, BALLINABARNEY, RATHDRUM",Wicklow,0,0,29660,110.0,2020,4,4,0,180.13756172467265,4.700480365792417
"TARA HILL, GOREY, CO. WEXFORD",Wexford,1,0,29661,120.0,2020,1,4,0,96.0197248709357,4.787491742782046
"24 Oakwood Park, Derrinturn",Kildare,1,1,29662,259.0,2020,3,4,1,48.037970068336556,5.556828061699537
"APT 1 GROUND FLOOR, BLOCK J CLONMULLEN LANE, EDENDERRY",Offaly,1,0,29663,70.0,2020,4,4,0,48.17691335161696,4.248495242049359
"13 FERNLEIGH COURT, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,29664,317.5,2020,2,4,0,43.98274643431421,5.760477818332746
"9 Dún Ríoga Close, Dún Ríoga, Drumree Road",Meath,0,1,29665,281.94,2020,4,4,1,76.39772004658734,5.64169428234278
"3 BALLYNOE PARK, COBH, CO CORK",Cork,0,0,29666,468.0,2020,2,4,0,196.95590305274143,6.148468295917647
"18 Taylor Hill Boulevard, Naul Road, Balbriggan",Dublin,0,1,29667,275.33,2020,3,4,1,24.589214342892028,5.617970378242053
"ARDRISTAN COTTAGE, TULLOW, CARLOW",Carlow,0,0,29668,480.0,2020,4,4,0,118.26832088355232,6.173786103901937
"16 Hamilton Avenue, Mount Hamilton, Dundalk",Louth,0,1,29669,299.56,2020,4,4,1,67.76988058297289,5.702314731381167
"LOUGHGEORGE, CLAREGALWAY, CO GALWAY",Galway,0,0,29670,148.0,2020,3,4,0,186.70225186651996,4.997212273764115
"122 BELLEVUE, ISLANDBRIDGE, DUBLIN 8",Dublin,0,0,29671,239.51,2020,4,4,0,58.53807613680108,5.478595169632755
"22 BELMONT PARK, BALLINLOUGH, CORK CITY",Cork,0,0,29672,385.0,2020,1,4,0,29.720575982931376,5.953243334287785
"15 ORAN CRESCENT, ORANHILL, ORANMORE",Galway,0,0,29674,120.0,2020,3,4,0,70.50538359555951,4.787491742782046
"6 JOE MURPHY ROAD, FRIARS WALK, CORK",Cork,0,0,29675,210.0,2020,4,4,0,219.17064342671037,5.3471075307174685
"30 CASTLEKNOCK GLADE, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,29676,395.0,2020,2,4,0,49.2050110904135,5.978885764901122
"CARRA LODGE, CARRABAUN, WESTPORT",Mayo,0,0,29677,595.0,2020,4,4,0,194.38405679165004,6.38856140554563
"Leyland, bailey green road, howth",Dublin,0,1,29678,969.16,2020,2,4,1,8.551672493546656,6.876429716939228
"APT 1, 106 107 LOWER DORSET ST, DUBLIN 1",Dublin,0,0,29679,1100.0,2020,4,4,0,38.60697591381777,7.003065458786462
"19 SEAGROVE, RENMORE, GALWAY",Galway,0,0,29680,345.0,2020,3,4,0,114.54569743899866,5.84354441703136
"46 HIGHFIELD COURT, BOLLARNEY, WICKLOW TOWN",Wicklow,0,0,29681,263.0,2020,4,4,0,114.98836043789512,5.572154032177765
"58 RIDGEPOOL VILLAGE, BALLINA, CO MAYO",Mayo,0,0,29682,95.0,2020,1,4,0,209.4076805692142,4.553876891600541
"24 CASTLE HEIGHTS, DUNDALK, LOUTH",Louth,1,0,29683,200.0,2020,4,4,0,135.08412738852917,5.298317366548036
"34 DONARD RD, DRIMNAGH, DUBLIN 12",Dublin,0,0,29684,260.0,2020,2,4,0,4.005910069155643,5.560681631015528
"66 OAK MANOR, CAVAN",Cavan,0,0,29685,115.0,2020,2,4,0,99.0612143410395,4.74493212836325
"51 Citywest Village Avenue, Citywest Village, Citywest",Dublin,0,1,29686,321.59,2020,2,4,1,75.26271065634589,5.773277442294003
"16 HERBERT PLACE, NAVAN, MEATH",Meath,0,0,29687,280.0,2020,1,4,0,122.71422057314018,5.634789603169249
"45 AVENUE TWO, YELLOWBATTER, DROGHEDA",Louth,0,0,29688,175.0,2020,1,4,0,269.81073555417794,5.1647859739235145
"MAIN ST, BUNCLODY, WEXFORD",Wexford,0,0,29689,123.0,2020,1,4,0,178.33164728830553,4.812184355372417
"18 STATION HOUSE, SEABROOK MANOR, STATION RD",Dublin,0,0,29690,296.0,2020,4,4,0,226.36071555254858,5.69035945432406
"4 SILKWOOD COURT, MORNINGTON, MEATH",Meath,0,0,29691,240.0,2020,1,4,0,38.920213340551754,5.480638923341991
"13 Graydon Glen, Graydon, Newcastle",Dublin,0,1,29692,299.56,2020,4,4,1,27.148560268229428,5.702314731381167
"OAKSVILLE, SHOP RIVER, ENNISKERRY",Wicklow,0,0,29693,605.0,2020,4,4,0,75.85736521318661,6.405228458030842
"6 COILL DUBH AVENUE, MALAHIDE, DUBLIN",Dublin,0,0,29694,500.0,2020,4,4,0,77.08252399544378,6.214608098422191
"5 KIERAN'S WOOD, TINURE, CO LOUTH",Louth,0,0,29695,500.0,2020,1,4,0,67.63604730882466,6.214608098422191
"64 CREAMERY RD, MANORHAMILTON, LEITRIM",Leitrim,0,0,29696,110.0,2020,4,4,0,46.3601070128458,4.700480365792417
"12 CUL NA GREINE, NEWTOWN, BANTRY",Cork,0,0,29697,190.0,2020,4,4,0,229.36707977731194,5.247024072160486
"29 KILRANE MANOR, KILRANE, ROSSLARE HARBOUR",Wexford,0,0,29698,176.0,2020,3,4,0,202.51339450591422,5.170483995038151
"LOUGH HYNE FARM, DROMADOON, SKIBBEREEN",Cork,0,0,29699,199.5,2020,4,4,0,243.58092012057747,5.295814236329918
"24A Oakwood Park, Derrinturn",Kildare,1,1,29700,259.0,2020,3,4,1,122.62048011548974,5.556828061699537
"14 GARAVOGUE VILLAS, SLIGO, SLIGO",Sligo,0,0,29701,78.0,2020,1,4,0,87.80980742744653,4.356708826689592
"107 LAWNSDALE, BALLYBOFEY, DONEGAL",Donegal,0,0,29702,85.0,2020,1,4,0,190.70888897967802,4.442651256490317
"5 UPPER MAIN STREET, BALLYHAUNIS, CO. MAYO",Mayo,0,0,29703,60.0,2020,4,4,0,15.908362513197387,4.0943445622221
"7 PINEHAVEN, CROSS AVE, BLACKROCK",Dublin,0,0,29704,1150.0,2020,4,4,0,41.4461294304685,7.047517221357296
"45 SEACHNALL ABBEY, DUNSHAUGHLIN, COUNTY MEATH",Meath,0,0,29705,650.0,2020,2,4,0,37.67662700921545,6.476972362889683
"ABBEY RD, CARRICK ON SUIR, TIPPERARY",Tipperary,0,0,29706,140.0,2020,4,4,0,115.5497012306579,4.941642422609304
"3 CROFTON COURT, ATHLONE RD, MOATE",Westmeath,0,0,29707,173.0,2020,4,4,0,54.32503842864459,5.153291594497779
"258 SEAPARK, MALAHIDE, DUBLIN",Dublin,0,0,29708,760.0,2020,3,4,0,217.13172878781975,6.633318433280377
"9 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",Wexford,0,0,29709,166.0,2020,1,4,0,260.14518074323814,5.111987788356544
"40 BELLEVUE COURT, FATHER RUSSELL RD, DOORADOYLE",Limerick,0,0,29711,292.0,2020,4,4,0,131.33336394881985,5.676753802268282
"FERNBROOK HOUSE, HAWKFIELD, NEWBRIDGE",Kildare,0,0,29712,507.25,2020,1,4,0,175.54049511519216,6.229003978705924
"31 MILLENIUM COURT, TULLOW ROAD, CARLOW",Carlow,0,0,29713,192.0,2020,2,4,0,118.26832088355232,5.2574953720277815
"HOLLY HOUSE, DISTILLERY RD, BANDON",Cork,0,0,29714,124.0,2020,1,4,0,219.17064342671037,4.820281565605037
"141 CREAGAN, BARNA, GALWAY",Galway,0,0,29715,575.0,2020,4,4,0,186.70225186651996,6.354370040797351
"THE FAYTHE, TACUMSHANE, ROSSLARE HARBOUR",Wexford,0,0,29716,155.0,2020,1,4,0,111.70024668787978,5.043425116919247
"21 Clairville Lodge, Malahide",Dublin,0,1,29717,903.08,2020,3,4,1,5.172850993809528,6.805811143069772
"53 CLUSKER PARK, NAVAN, MEATH",Meath,0,0,29718,158.0,2020,1,4,0,163.5537443472567,5.062595033026967
"CRILEA, SHERCOCK, CAVAN",Cavan,0,0,29719,65.0,2020,4,4,0,53.73989365637444,4.174387269895637
"CAHERHURLEY, BODYKE, CO CLARE",Clare,0,0,29720,226.0,2020,3,4,0,179.30373997482687,5.420534999272286
"MOY, KINVARA, COUNTY GALWAY",Galway,0,0,29721,270.0,2020,1,4,0,175.3006458803767,5.598421958998375
"BEHEENAGH, CAMP, TRALEE",Kerry,0,0,29722,115.0,2020,4,4,0,80.24617918982531,4.74493212836325
"9 AN BOTHAIR NA CARRAIG, LIS NA DARA, DUNDALK",Louth,0,0,29723,181.0,2020,1,4,0,90.65962721363357,5.198497031265826
