Address,County,Not Full Market Price,VAT Exclusive,row_id,"Price(1,000 €)",year,quarter,year_norm,is_new_property
"8 AVALON, BRIGHTON RD, FOXROCK DUBLIN 18",Dublin,0,0,24852,965.0,2020,2,4,0
"1 ASPEN AVE, CLONSILLA, DUBLIN 15",Dublin,0,0,24853,445.0,2020,2,4,0
"BUNDUFF, CASTLEGAL, CLIFFONEY",Sligo,0,0,24854,150.0,2020,3,4,0
"25 AN FIODAN, DOUGHISKA, GALWAY",Galway,0,0,24855,280.0,2020,3,4,0
"19 ELM COURT, LISSADELL PARK   OXFIELD ROAD, CARNEY",Sligo,0,1,24856,101.32,2020,1,4,1
"19 PRIMROSE ST, BROADSTONE, DUBLIN 7",Dublin,0,0,24857,335.0,2020,3,4,0
"MILL VIEW, BALLISODARE, CO. SLIGO",Sligo,0,0,24858,150.0,2020,2,4,0
"14 CUIRT NA HABHANN, CLAREGALWAY, GALWAY",Galway,1,0,24859,150.0,2020,2,4,0
"59 Dún Ríoga Crescent, Dún Ríoga, Drumree Road",Meath,0,1,24860,290.75,2020,4,4,1
"27 CASTLEMARTIN AVE, BETTYSTOWN, MEATH",Meath,0,0,24861,305.0,2020,4,4,0
"5 MOUNTRIVERS EST, CARRIGALINE, CORK",Cork,0,0,24863,192.5,2020,1,4,0
"16 Hillview, Ballinlough",Roscommon,0,1,24864,80.18,2020,1,4,1
"48 RAIL PARK, MAYNOOTH, KILDARE",Kildare,1,0,24865,310.0,2020,4,4,0
"4 RAFTERS LANE, DRIMNAGH, DUBLIN CITY",Dublin,0,0,24866,285.0,2020,1,4,0
"7 MAYORSTONE PARK, SHELBOURNE ROAD, LIMERICK",Limerick,0,0,24867,220.0,2020,3,4,0
"112 BAUNOGUE, LOUGHREA, GALWAY",Galway,0,0,24868,171.0,2020,3,4,0
"9 Cluain Adain Rise, Clonmagadden, Navan",Meath,0,1,24869,233.48,2020,4,4,1
"6 CLOSES PARK, FARRANREE, CORK",Cork,0,0,24870,155.0,2020,1,4,0
"KNOCKBRACK, MULLINAVAT, KILKENNY",Kilkenny,0,0,24871,375.0,2020,2,4,0
"21 CASTLETREASURE COURT, CASTLETREASURE, DOUGLAS",Cork,0,0,24872,260.0,2020,1,4,0
"PRIORSTOWN, TERMONFECKIN, DROGHEDA",Louth,0,0,24873,293.5,2020,3,4,0
"18 RAHIN WOOD, BALLYLINAN, LAOIS",Laois,0,0,24874,150.0,2020,2,4,0
"23 MANOR GREEN, GRANGE MANOR, OVENS",Cork,0,0,24875,425.0,2020,3,4,0
"4 CARROWMORE MEADOWS, BALLYCONNELL, COUNTY CAVAN",Cavan,0,0,24876,285.0,2020,3,4,0
"8 CAMAC TERRACE, BOW BRIDGE, KILMAINHAM",Dublin,0,0,24877,217.5,2020,1,4,0
"9 The Park, Oldbridge Manor, Rathmullen",Meath,0,1,24878,208.24,2020,4,4,1
"ANDINA, 13 CASTLEROCK ROAD, BELMOUNT",Limerick,0,0,24879,300.5,2020,4,4,0
"44 CASTLELANDS, BALBRIGGAN, DUBLIN",Dublin,0,0,24880,490.0,2020,4,4,0
"KNOCKTEMPLE, VIRGINIA, CAVAN",Cavan,0,0,24881,300.0,2020,4,4,0
"7 CARNE WOOD, JOHNSTOWN, NAVAN",Meath,0,0,24882,530.0,2020,4,4,0
"ROBERTSTOWN HOUSE, ROBERTSTOWN, CO KILDARE",Kildare,0,0,24883,304.0,2020,3,4,0
"PROPERTY 2, SHRAGH, WOODFORD",Galway,0,0,24884,125.0,2020,1,4,0
"APT 2, CLOUGHER FAILÍ, PLUCKEEN",Kerry,0,0,24886,100.0,2020,1,4,0
"APT OVER MURTAGH'S, THOMAS STREET  KILTIMAGH, CLAREMORRIS",Mayo,0,0,24887,210.0,2020,1,4,0
"3 GLEANN DAIRE, ARD NA GLEANN, LYRE BANTEER",Cork,0,0,24888,175.0,2020,4,4,0
"81 SLI GHEAL, BALLYMONEEN RD, GALWAY",Galway,0,0,24889,235.0,2020,3,4,0
"2 BALLYNOE COURT, BRAY, CO WICKLOW",Wicklow,0,0,24890,235.0,2020,3,4,0
"36 PHILIPSBURGH TERRACE, FAIRVIEW, DUBLIN CITY",Dublin,0,0,24891,410.0,2020,4,4,0
"173 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",Dublin,0,0,24892,265.0,2020,1,4,0
"25 KELLYS BAY SHORE, SKERRIES, DUBLIN",Dublin,0,0,24893,367.0,2020,2,4,0
"THE SQUARE, KILTIMAGH, MAYO",Mayo,0,0,24894,72.0,2020,2,4,0
"7 CARNEW STREET, N.C. ROAD, DUBLIN 7",Dublin,0,0,24895,405.0,2020,2,4,0
"53 COOLATREE RD, BEAUMONT, DUBLIN 9",Dublin,0,0,24896,390.0,2020,1,4,0
"16 LINTOWN GREEN, JOHNSWELL RD, KILKENNY",Kilkenny,0,0,24897,150.0,2020,1,4,0
"BELVILLE, BALLINAGH, COUNTY CAVAN",Cavan,0,0,24898,120.0,2020,2,4,0
"CARRAIGLINEEN, GLENMALURE, RATHDRUM",Wicklow,0,0,24899,140.0,2020,3,4,0
"13 CROMWELLSFORT GROVE, MULGANNON, WEXFORD",Wexford,0,0,24900,117.38,2020,4,4,0
"APT 3 BEECHFIELD HOUSE, OULTON RD, CLONTARF",Dublin,0,0,24901,200.0,2020,3,4,0
"19 GREENPARK MEADOWS, MULLINGAR, WESTMEATH",Westmeath,0,0,24902,235.0,2020,4,4,0
"19 FERNHILL APTS, KNOCKRANNY, WESTPORT",Mayo,0,0,24903,195.0,2020,3,4,0
"DERREENAVURRIG, SNEEM",Kerry,0,1,24904,245.0,2020,4,4,1
"1 ST MARTINS, HANNOVER ROAD, CARLOW",Carlow,0,0,24905,265.42,2020,1,4,0
"3 ALLENDALE CLOSE, CLONSILLA, DUBLIN 15",Dublin,0,0,24906,260.0,2020,2,4,0
"4 THE CURRAGE PLAINS, KILDARE",Kildare,1,0,24907,205.0,2020,4,4,0
"9 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",Dublin,0,0,24908,1087.5,2020,1,4,0
"30 PARK GLEN CLOPE CROSS, GRANGERATH, DROGHEDA",Louth,0,0,24909,169.0,2020,3,4,0
"23 COWPER VILLAGE, RATHMINES, DUBLIN 6",Dublin,0,0,24910,450.0,2020,4,4,0
"1 ERNE HILL, BELTURBET, CAVAN",Cavan,0,0,24911,100.0,2020,3,4,0
"149 BOYNE VIEW, JOHNSTOWN, NAVAN",Meath,0,0,24912,245.0,2020,4,4,0
"33 ROCKVALE, RATHBAWN RD, CASTLEBAR",Mayo,0,0,24913,170.0,2020,4,4,0
"CAMAGHY, MAGHERACLOONE, CARRICKMACROSS",Monaghan,0,0,24914,200.0,2020,4,4,0
"20 GRANGEGORMAN VILLAS, RATHDOWN RD, DUBLIN 7",Dublin,0,0,24915,530.0,2020,1,4,0
"14 CAHERANNE VILLAGE, BALLYVELLY, TRALEE",Kerry,1,0,24916,83.11,2020,3,4,0
"GORMANSTOWN VILLAGE, MEATH",Meath,0,0,24917,225.0,2020,2,4,0
"163 Stepaside Park, Stepaside, Dublin 18",Dublin,0,1,24918,731.28,2020,1,4,1
"35 THE WALK, ROBSWALL, MALAHIDE",Dublin,0,0,24919,445.0,2020,2,4,0
"9 Forgelands, Old Forge Road, Enniscorthy",Wexford,0,1,24921,199.04,2020,4,4,1
"34 LIOS AN OIR, LISMORE, WATERFORD",Waterford,0,0,24923,187.0,2020,4,4,0
"11 The View, Oldbridge Manor, Rathmullen",Meath,0,1,24924,246.7,2020,4,4,1
"84 FITZROY AVE, DUBLIN 3, DUBLIN",Dublin,0,0,24925,280.0,2020,4,4,0
"17 Lyreen Close, Mariavilla, Maynooth",Kildare,0,1,24926,471.37,2020,1,4,1
"11 COLEMAN CRESCENT, LUSK VILLAGE, DUBLIN",Dublin,0,0,24927,283.0,2020,3,4,0
"STRASBURG, INCH, KILMALEY",Clare,0,0,24928,230.0,2020,2,4,0
"38 GLENWOOD, NEWPORT, TIPPERARY",Tipperary,0,0,24929,195.0,2020,4,4,0
"391 OLD GROVE, MONASTEREVAN, KILDARE",Kildare,0,0,24930,160.0,2020,4,4,0
"21 ABBEY WAY, MUNGRET GATE, RAHEEN",Limerick,0,1,24931,268.72,2020,4,4,1
"6 Waterside Mews, Dargle Road, Bray",Wicklow,0,1,24932,466.9,2020,2,4,1
"APARTMENT 1 BLOCK C, PARKSIDE, PORTLAOISE",Laois,0,0,24933,142.5,2020,4,4,0
"3 Churchfield Grove, Churchfields, Ashbourne",Meath,0,1,24934,303.96,2020,2,4,1
"8 Silverbrook Crescent, Arden Road, Tullamore",Offaly,0,1,24935,224.67,2020,3,4,1
"116 Adamstown Way, St Helen's, Adamstown",Dublin,1,1,24936,272.22,2020,4,4,1
"16 CARRIGMORE CRESCENT, CITYWEST WEST, DUBLIN",Dublin,0,0,24937,180.0,2020,4,4,0
"FERMOY COTTAGE, ALLENS WALK, FERMOY",Cork,0,0,24938,236.0,2020,3,4,0
"4 the friary, church rd, bray",Wicklow,0,1,24939,566.08,2020,4,4,1
"50 TEMPLEACRE AVE, GURRANEBRAHER, CORK",Cork,0,0,24940,165.0,2020,4,4,0
"87 BLOCK A, SMITHFIELD MARKET, DUBLIN 7",Dublin,0,0,24941,490.0,2020,3,4,0
"36 BRECAN CLOSE, BALBRIGGAN, DUBLIN",Dublin,0,0,24942,155.0,2020,4,4,0
"21 THE WILLOW, ROCKFIELD, DUNDRUM",Dublin,0,0,24943,620.0,2020,3,4,0
"17 THE COURT, CYPRESS DOWNS, TEMPLEOGUE",Dublin,0,0,24944,990.0,2020,4,4,0
"DERRYNANE BAY HOUSE, CAHERDANIEL WEST, CAHERDANIEL",Kerry,0,0,24945,390.0,2020,4,4,0
"11 Gandon Avenue, Lucan",Dublin,0,1,24946,334.8,2020,1,4,1
"20 Waverly, Blacklion, Greystones",Wicklow,0,1,24947,484.58,2020,1,4,1
"ENNIS RD, KILRUSH, CO CLARE",Clare,0,0,24948,245.0,2020,4,4,0
"1 The Orchards, Bishops Island, Watergrasshill",Cork,0,1,24949,321.59,2020,1,4,1
"25 SPRINGHILL PARK, KILLINEY, DUBLIN",Dublin,0,0,24950,655.0,2020,2,4,0
"10 PEYTON COURT, RATHCOOLE, DUBLIN",Dublin,0,0,24951,352.0,2020,2,4,0
"13 Gandon Lane, Chapel Road, Kinsealy",Dublin,0,1,24953,572.69,2020,2,4,1
"130 SANDYFORD VIEW, SANDYFORD DUBLIN 18, DUBLIN",Dublin,1,0,24954,58.0,2020,2,4,0
"19 ANNMOUNT, FRIARS WALK, CORK",Cork,0,0,24956,255.0,2020,4,4,0
"5-8 Alderfield, Farnagh, Longford",Longford,1,1,24957,805.3,2020,3,4,1
"99 LAUREL GROVE, TAGOAT, ROSSLARE HARBOUR",Wexford,0,0,24958,165.0,2020,1,4,0
"10 moyglare heath, mariavilla, maynooth",Kildare,0,1,24959,396.48,2020,4,4,1
"2 CYPRESS GARDENS, CARTRONTROY, ATHLONE",Westmeath,0,0,24960,220.0,2020,4,4,0
"17 HAZELWOOD, BRIDGETOWN, WEXFORD",Wexford,0,0,24961,64.0,2020,1,4,0
"43 THE OLD RECTORY, LUCAN, DUBLIN",Dublin,0,0,24962,160.0,2020,1,4,0
"Apartment No.18, Abelard Square, Phoenix Park Racecourse",Dublin,0,1,24963,232.9,2020,2,4,1
"71 BOOT RD, CLONDALKIN, DUBLIN 22",Dublin,0,0,24964,300.0,2020,2,4,0
"41 FERNDALE COURT, ALLIES RIVER RD, RATHMICHAEL",Dublin,0,0,24965,230.0,2020,2,4,0
"33 The Grove, Elsmore, Jigginstown",Kildare,0,1,24966,317.14,2020,4,4,1
"3 THE MALT HOUSE, THE FAYTHE, WEXFORD",Wexford,0,0,24967,60.0,2020,4,4,0
"BALREASK, TRIM RD, NAVAN",Meath,0,0,24968,330.0,2020,4,4,0
"170 ST ATTRACTA RD, CABRA, DUBLIN 7",Dublin,0,0,24969,310.0,2020,2,4,0
"4 HEATHFIELD DRIVE, CAPPAGH ROAD, DUBLIN 11",Dublin,0,0,24970,303.0,2020,2,4,0
"Apartment 12  Block C, Mount Argus Apartments",Dublin,0,1,24971,554.09,2020,2,4,1
"5 The Way, Broadmeadow Vale, Ratoath",Meath,1,1,24972,286.44,2020,3,4,1
"MAINSCOURT, BALLYBOUGHAL, CO DUBLIN",Dublin,0,0,24973,935.0,2020,2,4,0
"1 ASHFEILD COURT, MULHUDDART, DUBLIN 15",Dublin,0,0,24974,295.0,2020,4,4,0
"ROADMAIN, GARRISTOWN, MEATH",Meath,1,0,24975,140.0,2020,4,4,0
"MOUNTAINMUCK, KILLURIN, WEXFORD",Wexford,0,0,24976,366.0,2020,3,4,0
"50A - GLIN RD, FAIRFIELD, COOLOCK",Dublin,0,0,24977,160.0,2020,2,4,0
"NO 9 MILLWHARF, DOCK ROAD, DROGHEDA",Louth,0,0,24978,100.0,2020,4,4,0
"61 WOODFIELD, SCHOLARSTOWN RD, DUBLIN",Dublin,0,0,24979,507.0,2020,4,4,0
"13 SOUTH BAY POINT, ROSSLARE STRAND, WEXFORD",Wexford,0,0,24980,157.5,2020,3,4,0
"NEWTOWN, KILMORE QUAY, WEXFORD",Wexford,0,0,24981,365.0,2020,4,4,0
"3 GRAYSBROOK, MAIN ST, HOWTH",Dublin,0,0,24982,525.0,2020,2,4,0
"11 THE GARDENS, THREADNEEDLE RD, SALTHILL",Galway,0,0,24983,640.0,2020,4,4,0
"31 HARBOUR VIEW, MAYNOOTH, KILDARE",Kildare,0,0,24984,170.0,2020,2,4,0
"THE GLEBE, DOWNINGS, COUNTY DONEGAL",Donegal,0,0,24985,140.0,2020,1,4,0
"13 WESTFIELD, BECTIVE ST, KELLS",Meath,0,0,24986,186.7,2020,4,4,0
"19 NORTHGATE STREET, ATHLONE, CO WESTMEATH",Westmeath,0,0,24987,134.0,2020,4,4,0
"APARTMENT, 35 WILLBROOK HOUSE, RANELAGH",Dublin,0,0,24988,267.0,2020,3,4,0
"37 SHANTALLA RD, SHANTALLA, GALWAY",Galway,0,0,24989,198.0,2020,3,4,0
"26 HENRIETTA HALL, 43 45 BOLTON ST, DUBLIN 1",Dublin,0,0,24990,227.29,2020,4,4,0
"CARRIGEEN UPPER, BALTINGLASS, KILDARE",Kildare,0,0,24991,345.0,2020,4,4,0
"SORRELISLAND, LISSYCASEY, CLARE",Clare,0,0,24992,110.0,2020,3,4,0
"24 TRINITY PLAZA, TARA ST, DUBLIN 2",Dublin,0,0,24993,320.0,2020,1,4,0
"61 HOWTH RD, HOWTH, DUBLIN",Dublin,0,0,24994,650.0,2020,1,4,0
"22 ELDERWOOD PARK, BOREENMANA ROAD, CO CORK",Cork,0,0,24995,180.0,2020,4,4,0
"21 Carlinn Hall, MULLAHARLIN ROAD, Dundalk",Louth,0,1,24996,220.58,2020,4,4,1
"APT 50, OLD WINDMILL COURT, LIMERICK",Limerick,0,0,24997,151.0,2020,2,4,0
"35 hawthorn manor, coill dubh",Kildare,0,1,24998,259.91,2020,3,4,1
"67 ABBEYFIELD, BALLYTORE, CO KILDARE",Kildare,0,0,24999,295.0,2020,2,4,0
"2 St Josephs Avenue, Clonsilla, Dublin 15",Dublin,0,1,25000,378.85,2020,4,4,1
"38 COILL BEAG, RATOATH, MEATH",Meath,0,0,25001,395.0,2020,2,4,0
"REDMONDSTOWN, POWERSTOWN, CLONMEL",Tipperary,0,0,25002,145.0,2020,4,4,0
"30 STATION COURT, PORTARLINGTON, LAOIS",Laois,0,0,25003,181.0,2020,4,4,0
"2 The Oaks, Bellevue, Frankfield",Cork,0,1,25004,325.95,2020,4,4,1
"32 sycamore drive, Limerick Rd, Ennis",Clare,0,1,25005,237.88,2020,2,4,1
"4 HAVILAND COURT, PATRICK ST, TULLAMORE",Offaly,0,0,25006,122.0,2020,4,4,0
"16 COIS NA MONA, COILL DUBH, NAIS",Kildare,0,0,25008,197.5,2020,4,4,0
"CARROWKENNEDY, Liscarney, Westport",Mayo,0,0,25009,161.25,2020,3,4,0
"143 CHARLESLAND COURT, GREYSTONES, WICKLOW",Wicklow,0,0,25010,260.0,2020,2,4,0
"29 Cloch Chora, Corofin",Galway,0,1,25011,268.72,2020,3,4,1
"119 CLUAINTE PHAIRCE NA, NGRAST, DUBLIN",Dublin,0,0,25012,355.0,2020,4,4,0
"BALLYTRAMONT, CASTLEBRIDGE, WEXFORD",Wexford,0,0,25013,172.5,2020,2,4,0
"37 THE COURTYARD, HILL ST, DUBLIN 1",Dublin,0,0,25014,250.0,2020,2,4,0
"MAIN STREET, GORAN, CO KILKENNY",Kilkenny,0,0,25015,135.0,2020,2,4,0
"4 CNOC AOIBHEAN, OLD CELBRIDGE RD, LUCAN",Dublin,1,0,25016,340.0,2020,3,4,0
"MARYKNOLL, LIFFORD ROAD, ENNIS",Clare,0,0,25017,221.0,2020,1,4,0
"194 VIEWMOUNT, WATERFORD",Waterford,0,0,25018,164.0,2020,1,4,0
"41 THORNHILL RD, MOUNT MERRION, DUBLIN",Dublin,0,0,25019,707.0,2020,4,4,0
"6 CASIMIR COURT, HAROLDS CROSS, DUBLIN 6",Dublin,0,0,25020,347.5,2020,3,4,0
"15 WATERSIDE WALK WATERSIDE, SWORDS RD, MALAHIDE",Dublin,0,0,25021,335.0,2020,4,4,0
"9 ARD SHEE, BLACKROCK, DUNDALK",Louth,0,0,25022,180.0,2020,1,4,0
"SERENDIPITY, KILLAHURLER LOWER, ARKLOW",Wicklow,0,0,25023,140.0,2020,3,4,0
"2 QUINN ROAD, WESTPORT ROAD, CASTLEBAR",Mayo,0,0,25024,170.0,2020,1,4,0
"5 CASTLEGATE HOUSE, ADAMSTOWN, DUBLIN",Dublin,0,0,25026,220.0,2020,4,4,0
"14 OAKLANDS MANOR, CARRICK ON SHANNON, LEITRIM",Leitrim,1,0,25027,120.0,2020,4,4,0
"144 HAMPTON SQ, NAVAN RD, DUBLIN 7",Dublin,0,0,25028,230.0,2020,4,4,0
"125 CARROWKEEL, WOODHAVEN, CASTLETROY",Limerick,0,0,25029,219.0,2020,3,4,0
"RIVERSIDE COTTAGE, KILLARGUE, DROMAHAIR",Leitrim,0,0,25030,62.0,2020,1,4,0
"52 Brookfield, Back Road, Malahide",Dublin,0,1,25031,615.86,2020,4,4,1
"Apartment 6  Block D, Mount Argus Apartments",Dublin,0,1,25033,474.85,2020,2,4,1
"30 ST DAVIDS COURT, CASTLE AVE, CLONTARF DUBLIN 3",Dublin,1,0,25034,162.5,2020,4,4,0
"1 WILLOW CREEK, SLIGO RD, BALLINA",Mayo,0,0,25035,265.0,2020,4,4,0
"42 The Green, Silver Banks, Stamullen",Meath,0,1,25036,321.59,2020,4,4,1
"13 DUNSOGHLY DR, RATOATH RD, FINGLAS WEST",Dublin,0,0,25037,240.0,2020,1,4,0
"7 Effernock Woods, Trim",Meath,0,1,25038,352.42,2020,4,4,1
"43 PRIMROSE HILL, TOWER, BLARNEY",Cork,1,0,25039,125.0,2020,1,4,0
"5 BALLYNESS, FALCARRAGH, DONEGAL",Donegal,0,0,25040,118.0,2020,4,4,0
"17 CORDUFF WAY, CORDUFF, BLANCHARDSTOWN DUBLIN 15",Dublin,0,0,25041,211.0,2020,4,4,0
"12 HILLSIDE GROVE, DUNMORE RD, WATERFORD",Waterford,0,0,25042,271.83,2020,3,4,0
"BALLINALICK, NORWOOD, NENAGH",Tipperary,0,0,25043,83.5,2020,1,4,0
"14 THE HARDWICKE, NORTH BRUNSWICK STREET, DUBLIN 7",Dublin,1,0,25044,130.0,2020,2,4,1
"8 Kingswood Mews, Kingswood Castle, Ballymount",Dublin,0,1,25045,401.32,2020,4,4,1
"10 THE CRESCENT, KILTERAGH, DOORADOYLE",Limerick,0,0,25047,230.0,2020,3,4,0
"13 Seoid Na Trá, Links Road, Bettystown",Meath,0,1,25049,281.94,2020,4,4,1
"88 UPPER JOHN STREET, WEXFORD",Wexford,0,0,25050,114.0,2020,4,4,0
"32 BRANDON RD, DRIMNAGH, DUBLIN 12",Dublin,0,0,25051,286.0,2020,1,4,0
"17 ARDMONIEL HEIGHTS, KILLORGLIN, KERRY",Kerry,0,0,25052,205.0,2020,1,4,0
"RIVER ST, CLARA, OFFALY",Offaly,0,0,25053,76.0,2020,3,4,0
"51 CRONAN GARDENS, SHANNON, CO CLARE",Clare,0,0,25054,92.0,2020,4,4,0
"19 Maple Wood, Clay Farm, Leopardstown",Dublin,0,1,25055,370.04,2020,1,4,1
"NEDINEAGH EAST, DUNMANWAY, CORK",Cork,0,0,25056,255.0,2020,1,4,0
"58 KILMORE RD, ARTANE, DUBLIN 5",Dublin,0,0,25057,335.0,2020,1,4,0
"30 OAKDALE PARK, TEMPLEMORE, TIPPERARY",Tipperary,0,0,25058,131.6,2020,4,4,0
"9 RADHARC NA TUAITHE, GOGGANSTOWN KNOCKRAHA, CORK",Cork,0,0,25059,100.0,2020,1,4,0
"No. 4 Radharc na Cora, Avoncore, Mill Road",Cork,1,1,25060,275.0,2020,1,4,1
"15 THE GROVE, ST MARNOCKS BAY, STATION ROAD",Dublin,0,1,25061,312.78,2020,1,4,1
"30 CLUAIN DARA, DERRINTURN",Kildare,0,1,25062,207.05,2020,1,4,1
"9 COMMONS RD, CORK",Cork,0,0,25063,248.0,2020,4,4,0
"47 BREE, CASTLEBLAYNEY, MONAGHAN",Monaghan,1,0,25064,120.0,2020,4,4,0
"83 COILL DUBH, NAAS, CO KILDARE",Kildare,0,0,25065,154.5,2020,3,4,0
"CLOONAGHMORE, CLONASLEE, PORTLAOISE",Laois,0,0,25066,325.0,2020,3,4,0
"APT 42 THE STRAND, NORTH STRAND, DUBLIN 3",Dublin,0,0,25067,275.0,2020,2,4,0
"8 CHURCHFIELD, ST PATRICKS RD, LIMERICK",Limerick,0,0,25068,185.0,2020,3,4,0
"KNOCKTOWN DUNCORMICK, DUNCORMICK, WEXFORD",Wexford,0,0,25069,132.0,2020,1,4,0
"4 ELM GROVE TERRACE, BRAY, WICKLOW",Wicklow,0,0,25070,325.0,2020,4,4,0
"HARBOUR VIEW COTTAGE, WOLFE TONE SQUARE, BANTRY",Cork,0,0,25071,75.0,2020,4,4,0
"28 LIMEKILN DR, MANOR ESTATE, DUBLIN 12",Dublin,0,0,25072,435.0,2020,4,4,0
"66 MOUNTAIN CLOSE, CARTRON VIEW, SLIGO",Sligo,0,0,25073,141.0,2020,2,4,0
"3 Ashwood Hall, Back Road, Malahide",Dublin,0,1,25074,1071.95,2020,3,4,1
"43 SALMON WEIR, ANNACOTTY, LIMERICK",Limerick,0,0,25075,315.0,2020,1,4,0
"30 Rookery Woods, Ballycashee, Killarney",Kerry,0,1,25076,327.75,2020,2,4,1
"VILLA ANNA, COMMONS WEST, SWORDS",Dublin,0,0,25077,400.0,2020,3,4,0
"37 Knightsgate Avenue, Rush",Dublin,0,1,25078,321.58,2020,2,4,1
"138 ALEXANDRA WALK, CLANE, CO KILDARE",Kildare,0,0,25079,183.0,2020,4,4,0
"14 BEECHWOOD, CLONBALT WOODS, LONGFORD",Longford,0,0,25080,167.5,2020,3,4,0
"SURGE VIEW, BLACKSOD, BALLINA",Mayo,0,0,25082,82.0,2020,3,4,0
"66 SUTTON PARK, SUTTON, DUBLIN 13",Dublin,0,0,25083,680.0,2020,2,4,0
"32 JAMESTOWN RD, INCHICORE DUBLIN 8, DUBLIN",Dublin,0,0,25084,375.0,2020,3,4,0
"21 MERVILLE RD, STILLORGAN, DUBLIN",Dublin,0,0,25085,575.0,2020,4,4,0
"33 CAROLANS COURT, KILRONAN CASTLE, BALLYFARNON",Roscommon,0,1,25086,109.25,2020,4,4,1
"67 THE PADDOCKS, NEWCASTLE WEST, CO LIMERICK",Limerick,0,0,25087,185.0,2020,1,4,0
"9 St. Pancras Avenue, Mount Tallant Avenue, Terenure",Dublin,0,1,25088,696.04,2020,3,4,1
"1550 STEPHENSTOWN SOUTH, TWO MILE HOUSE, NAAS",Kildare,0,0,25089,295.0,2020,2,4,0
"29 An Bothair Dara, Lis na Dara, Carrickmacross Road",Louth,0,1,25090,303.96,2020,3,4,1
"23 PRIORY LAWN, RHODE, OFFALY",Offaly,0,0,25091,224.95,2020,4,4,0
"14 THE MALT HOUSE, THE FAYTHE, WEXFORD",Wexford,0,0,25092,60.0,2020,4,4,0
"WOODVILLE, DUNKETTLE, GLANMIRE",Cork,0,1,25093,376.0,2020,1,4,1
"44 The Avenue, Bellingsfield, Naas",Kildare,0,1,25094,312.77,2020,4,4,1
"23 MARY STREET, CORK, CO CORK",Cork,0,0,25095,142.0,2020,3,4,0
"COMPASS COTTAGE, BLIND GATE, KINSALE",Cork,0,0,25096,100.0,2020,4,4,0
"7 Daneswell Place, Glasnevin",Dublin,0,1,25097,700.44,2020,4,4,1
"MOYOLA, ST BRIGIDS ST, BALLINAMORE",Leitrim,0,0,25098,84.5,2020,2,4,0
"4 CASTLEWOOD COTTAGES, GEASHILL, OFFALY",Offaly,0,0,25099,137.72,2020,3,4,0
"9 The Hazels, Ballinahinch Wood, Ashford",Wicklow,0,1,25100,339.21,2020,1,4,1
"6 ARD NA RI, CASTLELYONS, CO CORK",Cork,0,0,25101,318.0,2020,3,4,0
"10 THE MALT HOUSE, THE FAYTHE, WEXFORD",Wexford,0,0,25102,60.0,2020,4,4,0
"MAIN ST, CASTLEREA, ROSCOMMON",Roscommon,0,0,25103,110.0,2020,1,4,0
"32 PARK ROAD, GLENAGEARY HEIGHTS, GLENAGEARY",Dublin,0,0,25104,450.0,2020,4,4,0
"No. 27 Radharc na Cora, Avoncore, Mill Road",Cork,1,1,25105,275.0,2020,1,4,1
"Cartrons, Kenagh",Longford,1,1,25106,1075.0,2020,4,4,1
"23 MILLBOURNE CLOSE, MILLBOURNE, ASHBOURNE",Meath,0,0,25107,335.0,2020,4,4,0
"48 THE DRIVE, MILLBROOK LAWNS, DUBLIN 24",Dublin,0,0,25108,305.0,2020,2,4,0
"2 MILLVIEW COTTAGES, ST HELENS TERRACE, INCHICORE DUBLIN 8",Dublin,0,0,25109,320.0,2020,2,4,0
"4 CHAPEL COURT, Skibbereen",Cork,1,1,25111,215.0,2020,1,4,1
"6 OWENMORE VIEW, COLOONEY, SLIGO",Sligo,0,0,25112,140.0,2020,1,4,0
"4 LISSANE, OLD CORDUFF LANE, BLANCHARDSTOWN",Dublin,0,0,25113,190.0,2020,4,4,0
"50 GRANGE RD, NEW ROSS, WEXFORD",Wexford,0,0,25115,155.0,2020,3,4,0
"1A APPIAN CLOSE, ARDKEEN VILLAGE, CO WATERFORD",Waterford,0,0,25116,257.5,2020,1,4,0
"42 The Drive, Semple Woods, Donabate",Dublin,0,1,25117,356.83,2020,2,4,1
"CHAPEL RD, ST JOHNSTON, LIFFORD",Donegal,0,0,25118,60.0,2020,2,4,0
"76 The Orchard, Blyry, Athlone",Westmeath,0,1,25119,245.49,2020,2,4,1
"5 BELFRY CRESCENT, LISCORRIE, DROGHEDA",Louth,0,1,25120,255.51,2020,4,4,1
"4 TEAGUESTOWN WOOD, TRIM, MEATH",Meath,0,0,25121,259.0,2020,3,4,0
"9 Lighthouse Way, Dunmore East, Co. Waterford",Waterford,0,1,25122,250.0,2020,3,4,1
"TULLY, CARROWBEHY, CASTLEREA",Roscommon,0,0,25123,165.0,2020,4,4,0
"36 WILLOW PARK, FOREST HILLS, RATHCOOLE",Dublin,0,0,25124,251.0,2020,3,4,0
"12 Effernock Woods, Trim, County Meath",Meath,0,1,25125,352.42,2020,4,4,1
"45 HEATHFIELD PK, CAPPAGH, DUBLIN 11",Dublin,1,0,25126,119.0,2020,4,4,0
"DUN CARRICK, GAYBROOK, MULLINGAR",Westmeath,0,0,25127,375.5,2020,2,4,0
