Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
15/07/2020,"18 GLEANN NA MONA, BALLYMONEEN ROAD, KNOCKNACARA",Galway,,"???325,110.30",No,Yes,New Dwelling house /Apartment,,53.27194,-9.04889
24/02/2020,"CLASHAGANNY KILTULLAGH, ATHENRY, GALWAY",Galway,,"???120,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.29639,-8.74306
22/12/2020,"APT. 9 COURT MANOR HOUSE, JUSTICE WALSH ROAD, LETTERKENNY",Donegal,F92YD76,"???58,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.9506338,-7.7340262
12/5/2020,"98 HAMPTON GREEN, BALBRIGGAN, DUBLIN",Dublin,,"???203,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6064185,-6.1760347
22/12/2020,"88 BRIDGE WATER QUAY, ISLANDBRIDGE, DUBLIN",Dublin,,"???297,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/12/2020,"8 OAK HALL, CARLANSTOWN, KELLS",Meath,,"???68,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7606069,-6.838403
12/3/2020,"40 COLLEGE WOODS, BALLA, CO MAYO",Mayo,,"???154,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.807549,-9.1351513
1/12/2020,"9 ABBEYLANDS, FERRYBANK, WATERFORD",Waterford,,"???84,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.2646646,-7.1037775
9/1/2020,"30 DUN EMER AVENUE, LUSK, CO DUBLIN",Dublin,,"???297,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.5253568,-6.17789
30/10/2020,"3 WHITECHAPEL AVE, CLONSILLA, DUBLIN 15",Dublin,,"???245,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/9/2020,"23 The Court, Hazelbrook Square, Whitehall Road",Dublin,,"???484,581.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
30/11/2020,"13 Hallwell Lane, Hallwell, Adamstown",Dublin,,"???378,854.00",No,Yes,New Dwelling house /Apartment,,53.348486,-6.4756349
3/3/2020,"12 OAK DR, LACKEN WOOD, KILLBARRY",Waterford,,"???102,928.52",Yes,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
11/2/2020,"44 BRIAN BORU AVE, CLONTARF, DUBLIN 3",Dublin,,"???305,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3596181,-6.1916086
1/12/2020,"4 LAKESIDE DOWNS, BLESSINGTON, WICKLOW",Wicklow,,"???411,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.17,-6.5325
28/07/2020,"42 RATHMINES RD UPPER, RATHMINES, DUBLIN 6",Dublin,,"???1,320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3204841,-6.2648573
16/10/2020,"32 GRANGEFIELD, RATHFARNHAM, DUBLIN 16",Dublin,,"???555,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/08/2020,"31 RANELAGH RD, DUBLIN 6, DUBLIN",Dublin,,"???552,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3301472,-6.2601883
21/05/2020,"114 BALLSGROVE EST, DROGHEDA, LOUTH",Louth,,"???166,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
5/10/2020,"9 ABBEYGARTH, BAYLOUGH, ATHLONE",Westmeath,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
27/03/2020,"43 BOYNE MEADOWS, EDENDERRY, OFFALY",Offaly,,"???227,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3474995,-7.038237
11/9/2020,"14 CURLEW VIEW, BOYLE, ROSCOMMON",Roscommon,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.96667,-8.3
21/12/2020,"66 Cluain L??rach, Knockenduff, Tramore",Waterford,,"???180,146.25",Yes,Yes,New Dwelling house /Apartment,,52.16235,-7.15244
10/7/2020,"64 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22",Dublin,,"???95,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/11/2020,"105 HAZELBURY PARK, CLONEE, DUBLIN 15",Dublin,,"???307,136.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/08/2020,"33 CARRIGLEA GARDENS, DUN LAOGHAIRE, DUBLIN",Dublin,,"???345,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2817099,-6.1474257
6/1/2020,"4 OAKTREE RD, STILLORGAN, DUBLIN",Dublin,,"???612,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.2826262,-6.1974808
8/10/2020,"HEATHER BREEZE, ROONITH, LOUISBURGH",Mayo,,"???212,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.76667,-9.81667
13/08/2020,"15 GOLDEN RIDGE AVE, SKERRIES RD, RUSH",Dublin,,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/11/2020,"THE COTTAGE, LEITRIM LOWER, ESLINBRIDGE",Leitrim,,"???20,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.99083,-8.06361
1/4/2020,"5 THE CABLE STATION, WATERVILLE, KERRY",Kerry,,"???60,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.83333,-10.16667
18/03/2020,"8 ST CATHERINES, SIENNA, FRANCIS ST",Louth,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.94861,-6.54139
18/12/2020,"APT 124 THE RICHMOND, NTH BRUNSWICK ST, DUBLIN 7",Dublin,,"???238,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/12/2020,"89 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin,,"???209,326.12",No,No,Second-Hand Dwelling house /Apartment,,,
26/11/2020,"106 RUSHEEN ARD, CALTRAGH, SLIGO",Sligo,,"???74,098.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
14/12/2020,"21 Carlinn Drive, Mullaharlin Road, Dundalk",Louth,,"???240,000.00",No,Yes,New Dwelling house /Apartment,,54,-6.41667
23/11/2020,"6 ST JOHNS AVE, JOHNSTOWN, NAAS KILDARE",Kildare,,"???308,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
9/7/2020,"APARTMENT 52, TENTERFIELD, SOUTH BROWN STREET",Dublin,,"???235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/12/2020,"3 CHAPELIZOD HILL RD, CHAPELIZOD, DUBLIN 20",Dublin,,"???600,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3472951,-6.3470095
14/02/2020,"2 CARRIG GLEN, BLESSINGTON, CO WICKLOW",Wicklow,,"???195,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1664433,-6.5330436
10/3/2020,"ST MARTINS 5 FATIMA AVE, BALLYSIMON, LIMERICK",Limerick,,"???162,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.64694,-8.56778
16/10/2020,"APT 9, MARKET COURT, MARKET LANE",Kerry,,"???82,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
29/09/2020,"57 THE OCHARDS, BELLFIELD, ENNISCORTHY",Wexford,,"???187,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
24/01/2020,"235 MARINA VILLAGE, MALAHIDE, DUBLIN",Dublin,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4539671,-6.1547265
20/08/2020,"F10 SPANISH COVE, KILKEE, CLARE",Clare,,"???106,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.67917,-9.64417
28/01/2020,"APT 22 MILL WHARF, MERCHANTS QUAY, DROGHEDA",Louth,,"???90,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
26/11/2020,"8 CASTAHEANY, CLONEE, DUBLIN 15",Dublin,,"???283,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/8/2020,"13 WILLIAMS PLACE SOUTH, DUBLIN 8, DUBLIN",Dublin,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3355538,-6.272668
19/06/2020,"6 Gandon Crescent, Gandon Park  Lucan",Dublin,,"???334,801.76",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
20/11/2020,"58 NEWTOWNPARK AVE, BLACKROCK, DUBLIN",Dublin,,"???765,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2912941,-6.1711454
1/9/2020,"6 NEW HAVEN, MAURITIUSTOWN, ROSSLARE",Wexford,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27583,-6.38444
9/3/2020,"APT.1  AILBE COURT, CLANE, COUNTY KILDARE",Kildare,,"???128,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2933225,-6.6877818
7/2/2020,"5 ASHBOURNE VILLAS, SOUTH CIRCULAR RD, LIMERICK",Limerick,,"???160,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
17/11/2020,"GORT NA CARRAIGE, SLATE, NEWCASTLE",Wicklow,,"???595,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.06833,-6.06583
2/3/2020,"3 SOUTHERN CROSS AVE, INCHICORE, DUBLIN 8",Dublin,,"???325,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/04/2020,"10 THE CEDAR, PARK VIEW, STEPASIDE DUBLIN 18",Dublin,,"???299,950.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/4/2020,"Apartment 23  Block D, Mount Argus Apartments",Dublin,,"???476,545.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
7/12/2020,"TWO MILE HOUSE, NAAS, KILDARE",Kildare,,"???480,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
26/06/2020,"24 Taylors Hill, Boulevard, Balbriggan",Dublin,,"???247,800.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
12/11/2020,"4 The Avenue, Moydervey Manor, Longwood",Meath,,"???242,290.74",No,Yes,New Dwelling house /Apartment,,53.45389,-6.92194
11/12/2020,"34 Shackleton Drive, Shackleton Park, Lucan",Dublin,,"???352,422.00",No,Yes,New Dwelling house /Apartment,,53.3464183,-6.4702725
18/09/2020,"47 MILLRACE CRESCENT, THE MILL RACE SAGGART, DUBLIN",Dublin,,"???212,299.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/07/2020,"40 DRYNAM DR, DRYNAM HALL, KETTLES LANE",Dublin,,"???308,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/08/2020,"7 AUBURN AVE, DONNYBROOK, DUBLIN 4",Dublin,,"???1,140,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/10/2020,"KILFOYLAN, TUBBER, MOATE",Offaly,,"???400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.25,-7.5
22/10/2020,"4 ROEBUCK DR, PERRYSTOWN, DUBLIN 12",Dublin,,"???420,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/02/2020,"ST. BRIGIT'S TCE, CLONEGAL, BUNCLODY",Carlow,,"???48,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
15/07/2020,"7 St. Helen's Way, St. Helen's, Adamstown",Dublin,,"???290,749.00",No,Yes,New Dwelling house /Apartment,,53.3401434,-6.467285
22/10/2020,"9 BALFE RD EAST, WALKINSTOWN, DUBLIN 12",Dublin,,"???395,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3195235,-6.3197535
22/10/2020,"Apartment 4, Whitebeam Hall, Clay Farm",Dublin,,"???356,828.00",No,Yes,New Dwelling house /Apartment,,53.2579002,-6.2022959
16/09/2020,"91 WICKLOW HEIGHTS, WICKLOW, WICKLOW",Wicklow,,"???212,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.9749963,-6.0471133
11/8/2020,"MOYLOUGHBEG, CO GALWAY",Galway,,"???17,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
24/09/2020,"34 BURRELLS WALK, COLLEGE PARK, CALLAN RD",Kilkenny,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
8/5/2020,"51 ST JOHNS VILLAS, ENNISCORTHY, WEXFORD",Wexford,,"???132,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.4959676,-6.5703588
30/12/2020,"45 ELM MOUNT RISE, BEAUMONT, DUBLIN 9",Dublin,,"???390,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3844011,-6.2246383
27/03/2020,"11 Manor View, Roxborough Manor, Mulgannon",Wexford,,"???193,832.60",No,Yes,New Dwelling house /Apartment,,52.5,-6.66667
1/9/2020,"34 OAK PARK, ENNIS, CO CLARE",Clare,,"???145,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.8545724,-8.989641
19/03/2020,"STRADAVOHER, THURLES, TIPPERARY",Tipperary,,"???158,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6740923,-7.8181308
7/1/2020,"2 STATION ROAD, TIMOLEAGUE, CO CORK",Cork,,"???90,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.64222,-8.77306
21/09/2020,"13 BARLEY HOUSE, CORK ST, DUBLIN",Dublin,,"???312,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/06/2020,"1 PAVILION GATE, FOXROCK, DUBLIN 18",Dublin,,"???999,750.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/06/2020,"2 THE PADDOCKS PLACE, THE PADDOCKS RD, ADAMSTOWN",Dublin,,"???232,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/10/2020,"207 BEECHPARK, LEIXLIP, KILDARE",Kildare,,"???385,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.36583,-6.49556
8/5/2020,"APT 66, GROVE COURT, GROVE RD DUBLIN 15",Dublin,,"???255,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/01/2020,"63 THE FORUM, BALLYMOSS RD, SANDYFORD DUBLIN 18",Dublin,,"???282,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/08/2020,"149 RIALTO COTTAGES, RIALTO, DUBLIN 8",Dublin,,"???303,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3367909,-6.2966326
3/12/2020,"14 THE MEADOWS, DUNSHAUGHLIN, MEATH",Meath,,"???376,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.516739,-6.5524164
23/10/2020,"380 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",Dublin,,"???440,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4543436,-6.1557158
20/08/2020,"21 RIVER VILLE HOUSE, OAKVIEW VILLAGE, TRALEE",Kerry,,"???104,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
12/10/2020,"28 LANSDOWNE PARK, KNOCKLYON RDAD, TEMPLEOGUE",Dublin,,"???586,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/12/2020,"4 Willouise, Sallins, Co. Kildare",Kildare,,"???140,088.00",Yes,Yes,New Dwelling house /Apartment,,53.2505635,-6.6577492
30/09/2020,"NO 4 MOORE STREET, CORK, CO CORK",Cork,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8987592,-8.4815969
2/7/2020,"11 Knightsgate, The Walk, Rush",Dublin,,"???301,800.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
6/11/2020,"1 THE PADDOCKS SQ, ADAMSTOWN, LUCAN",Dublin,,"???293,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/05/2020,"5 GATEWAY AVE, BALLYMUN, DUBLIN 11",Dublin,,"???236,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3926005,-6.2658545
28/10/2020,"1 ASHGROVE, KENMARE, KERRY",Kerry,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.88333,-9.58333
27/10/2020,"3 APPLEWOOD AVE, SWORDS, DUBLIN",Dublin,,"???249,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4700596,-6.2308501
27/01/2020,"19 BAILIS MANOR, NAVAN, MEATH",Meath,,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
25/09/2020,"31 MAPLE RD, FOTA ROCK, CARRIGTWOHILL",Cork,,"???345,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9109067,-8.2488142
24/01/2020,"77 DURROW RD, CRUMLIN, DUBLIN 12",Dublin,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/10/2020,"2 Monument View, St Marnocks Bay, Station Road",Dublin,,"???440,527.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
18/12/2020,"PORT, TOGHER, DROGHEDA",Louth,,"???196,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.71889,-6.34778
12/2/2020,"84 OAKLAWNS, DUNDALK, LOUTH",Louth,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,54,-6.41667
13/02/2020,"2A BELARMINE COURT, STEPASIDE, DUBLIN",Dublin,,"???294,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2599396,-6.2186875
22/04/2020,"PICKARDSTOWN, TRAMORE, WATERFORD",Waterford,,"???307,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.1825168,-7.1383339
14/09/2020,"95 DOOLARGY AVE, MUIRHEVNAMORE, DUNDALK",Louth,,"???71,270.00",No,No,Second-Hand Dwelling house /Apartment,,54,-6.41667
22/10/2020,"APT 1 40 LEINSTER RD, RATHMINES, DUBLIN 6",Dublin,,"???2,300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/6/2020,"13 FR MURRAY PARK, DUNDALK, CO LOUTH",Louth,,"???46,500.00",No,No,Second-Hand Dwelling house /Apartment,,54,-6.41667
24/02/2020,"39 CUIRT MONARD, MONARD, TIPPERARY",Tipperary,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.5123939,-8.2228597
17/12/2020,"SHEENA, MAIN ST, KILLALOE",Clare,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.80667,-8.44361
19/03/2020,"10 CNOC NA GAOITHE, LAESBORO, CO LONGFORD",Longford,,"???104,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
3/9/2020,"7 Kingswood Mews, Old Ballymount Road, Kingswood",Dublin,,"???396,234.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
30/07/2020,"SCEILIG, KNOCKNAMARRIFFE, INNISCARRA",Cork,,"???245,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
20/05/2020,"STATION ROAD, DULEEK, CO MEATH",Meath,,"???60,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6609158,-6.4163999
27/10/2020,"SEAVIEW HOUSE, DINEENS, ARDFERT",Kerry,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.32734,-9.76899
25/06/2020,"THE SWALLOWS REST, CLOONKEEN, COOTEHALL",Roscommon,,"???237,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.9825,-8.15361
15/07/2020,"LAKEVIEW, WOODLANDS, CO CAVAN",Cavan,,"???192,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.99083,-7.36056
6/2/2020,"33 BEVERTON DR, TURVEY AVE, DONABATE",Dublin,,"???390,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/02/2020,"54 DOLMEN COURT, POPPINTREE, BALLYMUN",Dublin,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/9/2020,"ASHBRE, KILLOUGHTER, ASHFORD",Wicklow,,"???625,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.00833,-6.11139
5/6/2020,"53 KILLEENREEN DOWNEY, AVEUNE, BALLYPHEHANE",Cork,,"???230,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
27/01/2020,"TARA VIEW, WEIR ROAD, KILCOLGAN",Galway,,"???375,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20639,-8.86583
14/12/2020,"BALLYVONEEN, BALLINAMORE BRIDGE, BALLINASLOE",Galway,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3275,-8.21944
9/12/2020,"5 MULDOWNEY COURT, SEAPARK, MALAHIDE",Dublin,,"???1,050,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/07/2020,"TOBERNEA WEST, EFFIN, KILLMALLOCK",Limerick,,"???52,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
17/01/2020,"45 ASHBROOK, KNOCKBEG, COLLOONEY",Sligo,,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.18333,-8.5
14/09/2020,"DOYLES, COOLE EQUESTRIAN CENTRE, COOL LANE",Carlow,,"???51,105.00",Yes,No,Second-Hand Dwelling house /Apartment,,,
12/5/2020,"38 LEESON PARK, RANELAGH, DUBLIN 6",Dublin,,"???1,725,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/03/2020,"WINDSOR, OVENS, CORK",Cork,,"???290,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.86667,-8.66667
15/12/2020,"22 CRUAGH AVENUE, STEPASIDE, DUBLIN 18",Dublin,,"???430,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2520294,-6.2066098
6/2/2020,"14 Belfry Court, Liscorrie, Crosslane",Louth,,"???229,074.89",No,Yes,New Dwelling house /Apartment,,53.94861,-6.54139
17/07/2020,"13 Pairc Chuimin, Kilcummin, Killarney",Kerry,,"???204,959.00",No,Yes,New Dwelling house /Apartment,,52.05,-9.51667
10/3/2020,"21 WOODBINE HOUSE, STILLORGAN RD, DONNYBROOK DUBLIN 4",Dublin,,"???440,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/09/2020,"4 Palmville Close, Esker Lane, Lucan",Dublin,,"???555,066.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
21/12/2020,"21 JOHNSTOWN COURT, DUN LAOGHAIRE, CO DUBLIN",Dublin,A96K0Y9,"???153,871.10",Yes,No,Second-Hand Dwelling house /Apartment,,53.2704177,-6.1470333
5/11/2020,"7 Louisa Court, Crawford Gate, Blackrock",Cork,,"???286,343.60",No,Yes,New Dwelling house /Apartment,,51.89694,-8.41
6/4/2020,"GARRENTAGGERT, SPINK, ABBEYLEIX",Laois,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.89917,-7.3575
22/04/2020,"11 TEMPLE MANOR COURT, LIMEKILN, DUBLIN 12",Dublin,,"???360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3052829,-6.3315609
4/6/2020,"75 Hollywoodrath Avenue, Hollystown, Dublin 15",Dublin,,"???330,396.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
16/10/2020,"ARDRAHAN VILLAGE, GALWAY, GALWAY",Galway,,"???164,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
5/3/2020,"9A MAIN STREET, ONGAR  VILLAGE, ONGAR",Dublin,,"???303,750.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/2/2020,"144 SUTTON PARK, SUTTON, DUBLIN",Dublin,,"???605,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3885003,-6.1328563
14/01/2020,"64 SHREWSBURY RD, SHANKILL, DUBLIN",Dublin,,"???537,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2293025,-6.1202458
12/3/2020,"23 ASHDALE, DUN AN OIR, KANTURK",Cork,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-8.9
22/10/2020,"WHITECHURCH, CARRICK ON SUIR, COUNTY KILKENNY",Kilkenny,,"???112,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
20/08/2020,"84 HAZEL PARK, NEWCASTLE, GALWAY",Galway,,"???180,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.284538,-9.073904
11/9/2020,"ORANBEG, ORANMORE, GALWAY",Galway,,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2719404,-8.91813
10/6/2020,"APT 77, STEWART HALL, PARNELL ST",Dublin,,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/12/2020,"APT 28, RAITHIN EOIGHAN, ASHE RD",Westmeath,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5,-7.5
21/10/2020,"25 AN DUICHE, SCALLAGHEEN, TIPPERARY TOWN",Tipperary,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
20/11/2020,"23 ABBEY GARDENS, ABBEYSIDE, DUNGARVAN",Waterford,,"???193,732.00",No,Yes,New Dwelling house /Apartment,,52.096602,-7.604948
21/02/2020,"CHALET NO 1, ARDSBEG, GORTAHAWK",Donegal,,"???44,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.91667,-8
16/12/2020,"166 MEADOW GATE, GOREY, WEXFORD",Wexford,,"???330,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
23/10/2020,"CAVAN LOWER, KILLYGORDON, CO DONEGAL",Donegal,,"???45,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.8,-7.68333
7/8/2020,"MURREVAGH, MULRANNY, MAYO",Mayo,,"???240,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9132726,-9.7657796
1/1/2020,"Lands at Cliffor'd Field, Treanoughtragh, Glenbeigh",Kerry,,"???248,681.00",No,Yes,New Dwelling house /Apartment,,52.05806,-9.93778
20/11/2020,"7 Crockaun Way, Brownstown, Curragh",Kildare,,"???290,000.00",Yes,Yes,New Dwelling house /Apartment,,53.15278,-6.84694
29/06/2020,"2 GRATTAN COURT, BALLYMOTE, SLIGO",Sligo,,"???120,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0882972,-8.5120233
3/4/2020,"3 The Orchard, Watergrasshill",Cork,,"???281,939.00",No,Yes,New Dwelling house /Apartment,,52.0073646,-8.3493986
16/12/2020,"23 MOUNTDOWN RD, DUBLIN 12, DUBLIN",Dublin,,"???380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3061768,-6.325632
8/9/2020,"TOORPHELIM, MOATE, CO WESTMEATH",Westmeath,,"???340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.39389,-7.71722
24/08/2020,"62 SUMMERFIELD, CASTLEBAR, MAYO",Mayo,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.8628165,-9.2813994
17/12/2020,"BATCHELORS WALK, TULLAMORE, OFFALY",Offaly,,"???205,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
27/03/2020,"WOODLAWN PARK, BALLYSIMON",Limerick,,"???2,339,205.00",Yes,No,New Dwelling house /Apartment,,52.64694,-8.56778
13/02/2020,"91 SPIDDAL ROAD BALLYFERMOT, DUBLIN 10, DUBLIN",Dublin,,"???282,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3407694,-6.3696535
13/11/2020,"37 ROSEVALE, CASTLEBLAYNEY, MONAGHAN",Monaghan,,"???168,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.1125246,-6.7431963
